Cell_ID,Soil_ID,Mgmt_Field_ID,Reach_ID,Reach_Location_Code,Cell_Area,Time_of_Conc,Avg_Elevation,RCN_Calib_ID,Avg_Land_Slope,Aspect,RUSLE_ls_Fctr,RCN_Rtn_Calib_Fctr,Secondary_Climate_File_ID,Sheet_Flow_Mannings_n,Geology_ID,Conc_Flow_Slope,Conc_Flow_Length,Hydraulic_Geom_ID,Conc_Flow_Hydraulic_Depth,Conc_Flow_Mannings_n,Sheet_Flow_Slope,Sheet_Flow_Length,Shallow_Conc_Flow_Slope,Shallow_Conc_Flow_Length,Delivery_Ratio,Constant_USLE_C_Fctr,Constant_USLE_P_Fctr,All_OC_Calib_Fctr,All_N_Calib_Fctr,All_P_Calib_Fctr,Sheet_and_Rill_Erosion_Calib_Fctr,Gullies_Erosion_Calib_Fctr,Input_Units_Code
153,,,15,1,16.2522,,84.51,,0.06366,319.22,0.553,,,,,0.01708,1067.74,,,,0.02403,50.00,0.07037,50.00,,,,,,,,,1
161,,,16,0,20.6352,,88.32,,0.07470,185.90,0.637,,,,,0.02367,793.27,,,,0.03367,50.00,0.04440,50.00,,,,,,,,,1
162,,,16,1,11.2383,,88.38,,0.08651,183.43,0.743,,,,,0.03219,583.96,,,,0.03153,50.00,0.04849,50.00,,,,,,,,,1
163,,,16,1,0.8370,,79.25,,0.01176,307.18,0.098,,,,,0.00272,36.94,,,,0.00400,50.00,0.00200,50.00,,,,,,,,,1
172,,,17,1,0.2547,,77.66,,0.13281,173.74,1.071,,,,,0.00001,0.00,,,,0.07583,33.99,0.00001,0.00,,,,,,,,,1
173,,,17,1,0.1980,,77.85,,0.19252,345.11,1.517,,,,,0.00001,0.00,,,,0.08900,35.96,0.00001,0.00,,,,,,,,,1
182,,,18,1,1.3968,,78.36,,0.17116,180.59,1.338,,,,,0.00001,0.00,,,,0.08999,50.00,0.00001,3.33,,,,,,,,,1
183,,,18,1,3.1140,,79.90,,0.07411,327.53,0.578,,,,,0.01936,193.69,,,,0.00800,50.00,0.00201,50.00,,,,,,,,,1
192,,,19,1,1.6542,,83.09,,0.03742,162.17,0.313,,,,,0.02735,378.57,,,,0.06647,50.00,0.07847,50.00,,,,,,,,,1
193,,,19,1,0.0990,,79.48,,0.14471,347.39,1.081,,,,,0.00001,0.00,,,,0.10218,35.23,0.00001,0.00,,,,,,,,,1
202,,,20,1,0.9072,,83.13,,0.07881,115.10,0.589,,,,,0.04314,102.54,,,,0.07047,50.00,0.07540,50.00,,,,,,,,,1
203,,,20,1,1.1970,,83.16,,0.06925,220.56,0.543,,,,,0.02531,126.43,,,,0.01308,50.00,0.01492,50.00,,,,,,,,,1
211,,,21,0,16.5600,,97.18,,0.09859,151.04,0.851,,,,,0.02647,689.79,,,,0.04217,50.00,0.04762,50.00,,,,,,,,,1
212,,,21,1,1.0170,,87.02,,0.14200,72.69,1.184,,,,,0.22052,3.00,,,,0.07810,50.00,0.03065,50.00,,,,,,,,,1
213,,,21,1,1.2015,,87.06,,0.08393,177.22,0.684,,,,,0.02983,122.51,,,,0.06034,50.00,0.07859,50.00,,,,,,,,,1
221,,,22,0,16.1433,,98.53,,0.12387,181.31,1.071,,,,,0.02821,718.14,,,,0.02400,50.00,0.01200,50.00,,,,,,,,,1
222,,,22,1,1.0503,,88.51,,0.12199,121.93,0.999,,,,,0.18147,7.35,,,,0.07897,50.00,0.06503,50.00,,,,,,,,,1
223,,,22,1,3.9951,,89.88,,0.13434,213.93,1.124,,,,,0.02614,250.26,,,,0.11406,50.00,0.10709,50.00,,,,,,,,,1
232,,,23,1,0.0657,,79.13,,0.14786,194.24,1.023,,,,,0.00001,0.00,,,,0.13396,29.85,0.00001,0.00,,,,,,,,,1
233,,,23,1,0.1377,,80.14,,0.13690,15.55,1.142,,,,,0.00001,0.00,,,,0.09109,40.61,0.00001,0.00,,,,,,,,,1
241,,,24,0,16.2369,,94.26,,0.09393,152.99,0.782,,,,,0.02421,757.18,,,,0.03665,50.00,0.07180,50.00,,,,,,,,,1
242,,,24,1,11.2986,,83.47,,0.02278,173.47,0.203,,,,,0.01713,516.29,,,,0.11077,50.00,0.08434,50.00,,,,,,,,,1
243,,,24,1,6.1902,,83.15,,0.02015,238.60,0.176,,,,,0.01006,318.04,,,,0.01885,50.00,0.02715,50.00,,,,,,,,,1
252,,,25,1,1.6371,,80.65,,0.18266,157.95,1.380,,,,,0.00001,0.00,,,,0.07634,50.00,0.20407,1.47,,,,,,,,,1
253,,,25,1,23.2371,,90.38,,0.07776,303.55,0.666,,,,,0.02701,820.46,,,,0.02038,50.00,0.04047,50.00,,,,,,,,,1
