saverest,areasymbol,areaname,musym,hydgrp,kwfact,albedodry_r,restrictiondepthr,partdensity,compname,texdesc,hzdepb_r,dbovendry_r,claytotal_r,silttotal_r,sandtotal_r,fragvol,sandvf_r,caco3_r,ksat_r,wthirdbar_r,wfifteenbar_r,om_r,ph1to1h2o_r,comppct_r
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Ble1A1,C/D,.32,0.17,>200,2.65,Pewamo,Clay loam,200,1.9,33,44,23,7,6,23,2.82,32,22,0.5,7.9,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Ble1B1,D,.37,0.3,94,2.65,Blount,Silt loam,23,1.5,24,54,22,3,6,0,9.17,30,17,2,6.4,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Ble1B1,D,.37,0.29,91,2.65,Glynwood,Silt loam,23,1.58,24,54,22,3,6,0,2.82,29,15,1.5,6.2,9
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Ble1B1,C/D,.24,0.17,>200,2.65,Pewamo,Silty clay loam,30,1.66,35,50,15,4,5,0,9.17,35,25,5,6.4,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Ble1B1,D,.28,0.29,91,2.65,Glynwood,Clay,74,1.82,42,36,22,5,7,0,0.92,32,23,0.75,6.2,9
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Ble1B1,D,.32,0.3,94,2.65,Blount,Silty clay,81,1.8,42,42,16,4,5,0,0.92,30,22,0.5,6.5,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Ble1B1,C/D,.28,0.17,>200,2.65,Pewamo,Silty clay,86,1.83,42,42,16,4,4,0,2.82,31,24,1.25,6.4,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Ble1B1,D,.32,0.29,91,2.65,Glynwood,Clay loam,91,2.02,36,40,24,8,7,12,0.92,27,26,0.5,7.3,9
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Ble1B1,D,.37,0.3,94,2.65,Blount,Clay loam,94,2,35,40,25,6,7,12,0.92,25,23,0.25,7.6,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Ble1B1,C/D,.24,0.17,>200,2.65,Pewamo,Clay,145,1.83,42,38,20,4,5,0,2.82,32,24,1.25,7,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Ble1B1,D,.37,0.3,94,2.65,Blount,Clay loam,200,2.05,35,44,21,6,6,24,0.74,22,20,0.25,8,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Ble1B1,C/D,.32,0.17,>200,2.65,Pewamo,Clay loam,200,1.9,33,44,23,7,6,23,2.82,32,22,0.5,7.9,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Ble1B1,D,.32,0.29,91,2.65,Glynwood,Clay loam,200,2.09,36,39,25,8,7,26,0.74,24,21,0.25,7.9,9
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1A1,D,.37,0.3,91,2.65,Glynwood,Silt loam,23,1.58,24,54,22,3,6,0,2.82,29,15,1.5,6.2,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1A1,D,.37,0.29,99,2.65,Blount,Silt loam,25,1.5,22,56,22,3,6,0,9.17,30,17,2.5,6.4,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1A1,C/D,.24,0.17,>200,2.65,Pewamo,Silty clay loam,28,1.66,35,50,15,2,5,0,9.17,35,25,5,6.4,9
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1A1,D,.28,0.3,91,2.65,Glynwood,Clay,74,1.82,42,36,22,5,7,0,0.92,32,23,0.75,6.2,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1A1,D,.32,0.29,99,2.65,Blount,Silty clay,83,1.8,42,42,16,4,5,0,0.92,30,22,0.5,6.5,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1A1,C/D,.28,0.17,>200,2.65,Pewamo,Silty clay,86,1.83,42,42,16,4,4,0,2.82,31,24,1.25,6.4,9
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1A1,D,.32,0.3,91,2.65,Glynwood,Clay loam,91,2.02,36,40,24,8,7,12,0.92,27,26,0.5,7.3,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1A1,D,.37,0.29,99,2.65,Blount,Clay loam,99,2,35,40,25,6,7,12,0.92,25,23,0.25,7.6,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1A1,C/D,.24,0.17,>200,2.65,Pewamo,Clay,145,1.83,42,38,20,4,5,0,2.82,32,24,1.25,7,9
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1A1,D,.32,0.3,91,2.65,Glynwood,Clay loam,200,2.09,36,39,25,8,7,26,0.74,24,21,0.25,7.9,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1A1,D,.37,0.29,99,2.65,Blount,Clay loam,200,2.05,33,45,22,7,6,24,0.74,22,20,0.25,8,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1A1,C/D,.32,0.17,>200,2.65,Pewamo,Clay loam,200,1.9,33,44,23,7,6,23,2.82,32,22,0.5,7.9,9
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1B1,D,.37,0.3,91,2.65,Glynwood,Silt loam,23,1.58,24,54,22,3,6,0,2.82,29,15,1.5,6.2,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1B1,D,.37,0.29,94,2.65,Blount,Silt loam,23,1.5,24,54,22,3,6,0,9.17,30,17,2,6.4,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1B1,C/D,.24,0.17,>200,2.65,Pewamo,Silty clay loam,28,1.66,35,50,15,2,5,0,9.17,35,25,5,6.4,9
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1B1,D,.28,0.3,91,2.65,Glynwood,Clay,74,1.82,42,36,22,5,7,0,0.92,32,23,0.75,6.2,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1B1,D,.32,0.29,94,2.65,Blount,Silty clay,81,1.8,42,42,16,4,5,0,0.92,30,22,0.5,6.5,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1B1,C/D,.28,0.17,>200,2.65,Pewamo,Silty clay,86,1.83,42,42,16,4,4,0,2.82,31,24,1.25,6.4,9
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1B1,D,.32,0.3,91,2.65,Glynwood,Clay loam,91,2.02,36,40,24,8,7,12,0.92,27,26,0.5,7.3,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1B1,D,.37,0.29,94,2.65,Blount,Clay loam,94,2,35,40,25,6,7,12,0.92,25,23,0.25,7.6,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1B1,C/D,.24,0.17,>200,2.65,Pewamo,Clay,145,1.83,42,38,20,4,5,0,2.82,32,24,1.25,7,9
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1B1,C/D,.32,0.17,>200,2.65,Pewamo,Clay loam,200,1.9,33,44,23,7,6,23,2.82,32,22,0.5,7.9,9
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1B1,D,.37,0.29,94,2.65,Blount,Clay loam,200,2.05,33,45,22,7,6,24,0.74,22,20,0.25,8,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Blg1B1,D,.32,0.3,91,2.65,Glynwood,Clay loam,200,2.09,36,39,25,8,7,26,0.74,24,21,0.25,7.9,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",BuUXA,D,.37,0.3,91,2.65,Glynwood,Silt loam,23,1.58,24,54,22,3,6,0,2.82,29,15,1.5,6.2,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",BuUXA,D,.37,0.29,99,2.65,Blount,Silt loam,25,1.5,22,56,22,3,6,0,9.17,30,17,2.5,6.4,50
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",BuUXA,C/D,.24,0.17,>200,2.65,Pewamo,Silty clay loam,28,1.66,35,50,15,2,5,0,9.17,35,25,5,6.4,9
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",BuUXA,D,.28,0.3,91,2.65,Glynwood,Clay,74,1.82,42,36,22,5,7,0,0.92,32,23,0.75,6.2,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",BuUXA,D,.32,0.29,99,2.65,Blount,Silty clay,83,1.8,42,42,16,4,5,0,0.92,30,22,0.5,6.5,50
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",BuUXA,C/D,.28,0.17,>200,2.65,Pewamo,Silty clay,86,1.83,42,42,16,4,4,0,2.82,31,24,1.25,6.4,9
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",BuUXA,D,.32,0.3,91,2.65,Glynwood,Clay loam,91,2.02,36,40,24,8,7,12,0.92,27,26,0.5,7.3,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",BuUXA,D,.37,0.29,99,2.65,Blount,Clay loam,99,2,35,40,25,6,7,12,0.92,25,23,0.25,7.6,50
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",BuUXA,C/D,.24,0.17,>200,2.65,Pewamo,Clay,145,1.83,42,38,20,4,5,0,2.82,32,24,1.25,7,9
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",BuUXA,D,.37,0.29,99,2.65,Blount,Clay loam,200,2.05,33,45,22,7,6,24,0.74,22,20,0.25,8,50
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",BuUXA,D,.32,0.3,91,2.65,Glynwood,Clay loam,200,2.09,36,39,25,8,7,26,0.74,24,21,0.25,7.9,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",BuUXA,C/D,.32,0.17,>200,2.65,Pewamo,Clay loam,200,1.9,33,44,23,7,6,23,2.82,32,22,0.5,7.9,9
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Ca,B/D,.24,0.02,>200,,Carlisle,Silty clay loam,30,1.66,33.5,49,17.5,2,10.6,0,9.17,36.1,26.6,6,,100
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Ca,B/D,,0.02,>200,,Carlisle,Muck,152,,,,0,,0,0,21.88,,,80,,100
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Cb,A/D,,0.09,>200,,Carlisle,Muck,25,0.8,,,,5,,0,21.7,53.3,17.8,70,,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Cb,C/D,.24,0.17,>200,,Pewamo,Silty clay loam,28,1.66,35,50,15,2,5,0,9.17,34.8,18,4,6.4,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Cb,B/D,,0.04,>200,,Linwood,Muck,64,0.75,,,,5,,0,21.7,53.7,11.7,65,,9
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Cb,C/D,.28,0.17,>200,,Pewamo,Silty clay,86,1.83,42,42,16,4,4,0,2.82,31.1,24.2,1.5,6.9,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Cb,A/D,,0.09,>200,,Carlisle,Muck,90,0.75,,,,14,,0,21.7,55.7,14.2,85,,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Cb,C/D,.28,0.17,>200,,Pewamo,Silty clay,120,1.89,42,42,16,4,4,0,2.82,29.1,20.6,1,7.2,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Cb,C/D,.32,0.17,>200,,Pewamo,Clay loam,145,1.9,35,44,21,7,6,15,2.82,30.4,23.1,0.75,7.4,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Cb,C/D,.32,0.17,>200,,Pewamo,Clay loam,200,1.9,33,44,23,7,6,23,2.82,31.6,21.5,0.5,7.8,6
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Cb,B/D,.43,0.04,>200,,Linwood,Silt loam,200,1.87,20,52,28,5,8,15,7.76,28.2,14.1,0.5,7.4,9
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Cb,A/D,,0.09,>200,,Carlisle,Woody muck,200,0.7,,,,20,,0,21.7,56.1,10.1,80,,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",CyA,B/D,.32,0.3,127,,Cygnet,Loam,31,1.47,16,40.2,43.8,11,12.3,0,9.17,25.2,10.8,2,6.2,90
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",CyA,B/D,.32,0.3,127,,Cygnet,Clay loam,127,1.51,28,37.6,34.4,14,10.3,0,9.17,27.3,15.4,0.75,6.2,90
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",CyA,B/D,.37,0.3,127,,Cygnet,Silty clay loam,203,,34.5,47.7,17.8,10,3.3,28,0.74,23.8,21.4,0.25,7.9,90
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Dc,C/D,.28,0.3,>200,,Defiance,Silty clay,20,1.63,44,48.6,7.4,,3.7,0,0.92,33.3,26.9,2.5,7,100
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Dc,C/D,.32,0.3,>200,,Defiance,Silty clay,127,1.65,42.5,49.8,7.7,,3.7,0,0.71,31.8,24.1,0.75,7,100
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",Dc,C/D,.32,0.3,>200,,Defiance,Silty clay,152,1.71,47.5,47,5.5,,2.7,5,0.71,33.1,26.5,0.3,7.2,100
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DdA,D,.37,0.3,>200,,Del Rey,Silt loam,18,1.46,21,52.7,26.3,4,8.6,0,9.17,29.3,14.8,2.5,5.9,90
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DdA,D,.32,0.3,>200,,Del Rey,Silty clay,46,1.75,40,42.2,17.8,4,8.5,5,0.92,30.6,22.4,0.5,6.5,90
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DdA,D,.49,0.3,>200,,Del Rey,Silty clay loam,152,1.83,30,53.5,16.5,4,10.1,25,0.92,32,19,0.1,8.2,90
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DeA,D,.37,0.37,>200,,Del Rey,Silt loam,18,1.46,25,54.5,20.5,4,8.6,0,9.17,30.8,16.9,2.5,5.8,80
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DeA,D,.37,0.37,>200,,Del Rey,Silty clay loam,102,1.66,39,52.6,8.4,4,2.9,5,0.92,34.2,22.9,0.5,7,80
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DeA,D,.49,0.37,>200,,Del Rey,Silt loam,112,1.77,26,54.1,19.9,4,8.6,3,0.92,30.2,16,0.1,7,80
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DeA,D,.32,0.37,>200,,Del Rey,Clay loam,152,1.97,34,30.7,35.3,12,10.6,23,0.92,29.5,22.2,0.1,7.9,80
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DmA,B/D,.32,0.3,>200,,Digby,Loam,20,1.36,16,40.2,43.8,11,12.3,0,9.17,26.1,11.4,3,6.5,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DmA,B/D,.24,0.3,>200,,Digby,Sandy clay loam,76,1.66,26.5,25,48.5,14,9.8,0,9.17,23.5,16.9,0.75,6.2,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DmA,B/D,.02,0.3,>200,,Digby,Stratified gravelly sand to gravelly sandy loam,152,1.48,9,10,81,18,5,20,91.74,12.8,4.7,0.2,7.9,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DmB,B/D,.32,0.3,>200,,Digby,Loam,20,1.36,16,40.2,43.8,11,12.3,0,9.17,26.1,11.4,3,6.5,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DmB,B/D,.24,0.3,>200,,Digby,Sandy clay loam,76,1.66,26.5,25,48.5,14,9.8,0,9.17,23.5,16.9,0.75,6.2,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DmB,B/D,.02,0.3,>200,,Digby,Stratified gravelly sand to gravelly sandy loam,152,1.48,9,10,81,18,5,20,91.74,12.8,4.7,0.2,7.9,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DoA,C/D,.43,0.3,>200,,Digby Variant,Silt loam,20,1.39,22.5,55.1,22.4,10,8.9,0,9.17,28.6,14.4,2.5,6.2,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DoA,C/D,.28,0.3,>200,,Digby Variant,Clay,76,1.78,40,30,30,11,8.3,0,0.92,29.4,21.7,0.75,6.5,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DoA,C/D,.20,0.3,>200,,Digby Variant,Sandy loam,114,1.55,19,15.9,65.1,13,9.5,2,23.29,19.9,11.4,0.35,7.5,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DoA,C/D,.05,0.3,>200,,Digby Variant,Loamy sand,152,1.51,10,8.9,81.1,14,11.8,10,91.74,13.9,5.7,0.2,8.2,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DuA,D,.37,0.37,>200,,Del Rey,Silt loam,18,1.46,25,54.5,20.5,4,8.6,0,9.17,30.8,16.9,2.5,5.8,60
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DuA,D,.37,0.37,>200,,Del Rey,Silty clay loam,102,1.66,39,52.6,8.4,4,2.9,5,0.92,34.2,22.9,0.5,7,60
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DuA,D,.49,0.37,>200,,Del Rey,Silt loam,112,1.77,26,54.1,19.9,4,8.6,3,0.92,30.2,16,0.1,7,60
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DuA,D,.32,0.37,>200,,Del Rey,Clay loam,152,1.97,34,30.7,35.3,12,10.6,23,0.92,29.5,22.2,0.1,7.9,60
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DxA,B/D,.32,0.3,>200,,Digby,Loam,20,1.36,16,40.2,43.8,11,12.3,0,9.17,26.1,11.4,3,6.5,55
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DxA,B/D,.24,0.3,>200,,Digby,Sandy clay loam,76,1.66,26.5,25,48.5,14,9.8,0,9.17,23.5,16.9,0.75,6.2,55
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",DxA,B/D,.02,0.3,>200,,Digby,Stratified gravelly sand to gravelly sandy loam,152,1.48,9,10,81,18,5,20,91.74,12.8,4.7,0.2,7.9,55
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",EkB,B,.43,0.3,>200,,Eldean,Silt loam,25,1.47,20,53.5,26.5,11,8.8,0,9.17,27.3,13,2,6.5,95
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",EkB,B,.20,0.3,>200,,Eldean,Clay,56,1.75,41.5,29.5,29,14,8.2,3,7.76,30.2,20.4,0.75,6.5,95
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",EkB,B,.37,0.3,>200,,Eldean,Loam,68,1.54,22.5,37.7,39.8,14,11.8,25,9.17,21.7,10.5,0.75,7.2,95
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",EkB,B,.02,0.3,>200,,Eldean,Very gravelly loamy coarse sand,203,1.79,5,11,84,46,7.5,52,373.67,6.6,2.3,0.75,7.9,95
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",EmB,B,.32,0.3,>200,,Eldean,Loam,20,1.5,20,37.9,42.1,11,12.2,0,9.17,27.4,13.3,2,6.5,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",EmB,B,.24,0.3,>200,,Eldean,Clay loam,69,1.81,39,32,29,14,8.2,0,7.76,31.1,22.6,0.75,6.7,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",EmB,B,.10,0.3,>200,,Eldean,Gravelly clay loam,102,1.54,35,31.7,33.3,32,10.1,25,9.17,25.5,16.6,0.75,7.5,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",EmB,B,.02,0.3,>200,,Eldean,Stratified gravel to very gravelly coarse sandy loam,152,1.79,5,10,85,46,10,52,91.74,6.2,2.1,0.75,7.9,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",EmC,B,.32,0.3,>200,,Eldean,Loam,20,1.5,20,37.9,42.1,11,12.2,0,9.17,27.4,13.3,2,6.5,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",EmC,B,.24,0.3,>200,,Eldean,Clay loam,69,1.81,39,32,29,14,8.2,0,7.76,31.1,22.6,0.75,6.7,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",EmC,B,.10,0.3,>200,,Eldean,Gravelly clay loam,102,1.54,35,31.7,33.3,32,10.1,25,9.17,25.5,16.6,0.75,7.5,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",EmC,B,.02,0.3,>200,,Eldean,Stratified gravel to very gravelly coarse sandy loam,152,1.79,5,10,85,46,10,52,91.74,6.2,2.1,0.75,7.9,85
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",EnA,B,.43,0.3,>200,,Eldean,Silt loam,20,1.5,20,53.5,26.5,11,8.8,0,9.17,27.4,13.3,2,6.5,90
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",EnA,B,.28,0.3,>200,,Eldean,Silty clay loam,66,1.81,39,42,19,14,6.6,0,7.76,30.7,21.7,0.75,6.7,90
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",EnA,B,.17,0.3,>200,,Eldean,Sandy clay loam,91,1.54,34,18,48,14,8.9,25,9.17,20.8,16.2,0.75,7.5,90
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",EnA,B,.02,0.3,>200,,Eldean,Stratified gravel to sand,152,1.79,5,10,85,46,10,52,91.74,5.1,2.1,0.75,7.9,90
9/1/2021 6:19:46 PM,OH011,"Auglaize County, Ohio",EuB,B,.32,0.3,>200,,Eldean,Loam,20,1.5,20,37.9,42.1,11,12.2,0,9.17,27.4,13.3,2,6.5,50
