saverest,areasymbol,areaname,musym,hydgrp,kwfact,albedodry_r,restrictiondepthr,partdensity,compname,texdesc,hzdepb_r,dbovendry_r,claytotal_r,silttotal_r,sandtotal_r,fragvol,sandvf_r,caco3_r,ksat_r,wthirdbar_r,wfifteenbar_r,om_r,ph1to1h2o_r,comppct_r
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Ee,C,.37,0.29,>200,2.6,Genesee,Loam,81,1.54,22,43,35,0,13,0,9.17,29.8,15.1,2,7.6,10
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Ee,B/D,.43,0.29,>200,2.6,Shoals,Silt loam,91,1.54,23,52,25,0,8,0,9.17,29.4,14.6,1.25,7,6
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Ee,B/D,.32,0.17,>200,2.57,Sloan,Silty clay loam,106,1.62,32,50,18,0,5,0,9.17,33.4,20.8,2.5,7,4
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Ee,A/D,.43,0.3,>200,2.6,Eel,Silt loam,135,1.6,25,52,23,,10,5,10.1,30.3,15.8,1,7.3,80
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Ee,A/D,.37,0.3,>200,2.63,Eel,Stratified sandy loam to silty clay loam,183,1.65,19,39,42,3,8,12,14.11,21.8,13.1,0.6,7.8,80
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Ee,C,.37,0.29,>200,2.62,Genesee,Loam,200,1.54,18,37,45,12,13,17,23.29,23.9,10.1,0.75,7.9,10
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Ee,B/D,.37,0.29,>200,2.61,Shoals,Stratified sandy loam to silty clay loam,200,1.55,22,40,38,2,12,0,9.17,22.5,13.9,0.75,7.2,6
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Ee,B/D,.37,0.17,>200,2.61,Sloan,Stratified sandy loam to silty clay loam,200,1.56,18,42,40,10,7,0,2.82,19.4,11.1,0.75,7.4,4
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",ElB,B,.32,0.3,>200,,Eldean,Loam,23,1.47,20,37.9,42.1,14,12.2,0,9.17,26,12.4,2,6.5,100
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",ElB,B,.20,0.3,>200,,Eldean,Clay,71,1.74,41.5,29.5,29,10,8.1,0,7.76,30.8,20.8,0.75,6.7,100
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",ElB,B,.15,0.3,>200,,Eldean,Gravelly clay loam,94,1.54,27,37.8,35.2,30,10.5,30,9.17,23.4,13,0.75,7.5,100
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",ElB,B,.02,0.3,>200,,Eldean,Stratified very gravelly sand to loamy sand,178,1.8,5,5,90,48,10,52,91.74,5.1,2.1,0.75,7.5,100
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",ElC2,B,.37,0.3,>200,,Eldean,Loam,18,1.47,20,37.9,42.1,14,12.2,0,9.17,25.3,11.5,1.25,6.5,100
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",ElC2,B,.20,0.3,>200,,Eldean,Clay,61,1.74,41.5,29.5,29,10,8.1,0,7.76,30.8,20.8,0.75,6.7,100
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",ElC2,B,.15,0.3,>200,,Eldean,Gravelly clay loam,79,1.54,27,37.8,35.2,30,10.5,30,9.17,23.4,13,0.75,7.5,100
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",ElC2,B,.02,0.3,>200,,Eldean,Stratified very gravelly sand to loamy sand,178,1.8,5,5,90,48,10,52,91.74,6.2,2.1,0.75,7.5,100
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",EoB,C,.28,0.16,>200,,Elliott,Silt loam,36,1.37,22.5,52.7,24.8,4,9.9,0,9.17,29.9,15.5,4.5,6.5,95
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",EoB,C,.37,0.16,>200,,Elliott,Silty clay loam,76,1.66,39,53,8,6,2.7,3,2.82,33.7,22.5,0.5,6.7,95
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",EoB,C,.32,0.16,>200,,Elliott,Clay loam,152,1.93,33.5,41.5,25,6,7.5,25,2.82,33.2,22.9,0.1,7.9,95
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GaB,A,.20,0.3,>200,,Gallman,Sandy loam,20,1.4,12.5,19.6,67.9,14,10.7,0,28.23,17.1,8.2,1.5,6.5,100
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GaB,A,.20,0.3,>200,,Gallman,Sandy clay loam,190,1.66,27,17.2,55.8,14,11.3,0,28.23,23.1,16.5,0.5,6.2,100
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GbB,B,.37,0.3,>200,,Gallman,Loam,20,1.45,17.5,39.5,43,14,12.1,0,9.17,25.3,11.2,2,6.5,100
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GbB,B,.20,0.3,>200,,Gallman,Sandy clay loam,190,1.66,24,17.8,58.2,14,13.4,0,28.23,21.9,14.8,0.5,6.2,100
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdM5B3,D,.37,0.48,43,2.69,Mississinewa,Clay loam,14,1.61,33,42,25,3,7,1,2.82,32.9,21.1,0.75,7,15
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdM5B3,D,.37,0.3,69,2.67,Glynwood,Clay loam,18,1.62,30,47,23,3,7,0,2.82,30.4,16.8,1.25,6.4,75
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdM5B3,D,.37,0.29,94,2.65,Blount,Silt loam,25,1.58,24,54,22,2,6,0,9.17,30.1,16.2,2,6.4,7
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdM5B3,C/D,.24,0.17,>200,2.61,Pewamo,Silty clay loam,33,1.66,35,50,15,2,5,0,9.17,35.6,20,5,6.4,3
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdM5B3,D,.37,0.48,43,2.71,Mississinewa,Clay loam,36,1.69,38,41,21,5,6,3,2.82,34.1,24.2,0.25,7.4,15
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdM5B3,D,.37,0.48,43,2.7,Mississinewa,Clay loam,43,1.77,35,40,25,8,7,15,2.82,32.6,22.4,0.25,7.9,15
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdM5B3,D,.28,0.3,69,2.7,Glynwood,Clay,58,1.84,42,36,22,5,7,0,0.92,31.9,22,0.75,6.2,75
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdM5B3,D,.32,0.3,69,2.7,Glynwood,Clay loam,69,1.89,36,40,24,8,7,12,0.92,30.4,24.3,0.5,7.3,75
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdM5B3,D,.32,0.29,94,2.7,Blount,Silty clay,81,1.8,42,42,16,4,5,0,0.92,30.9,23.7,1,6.5,7
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdM5B3,C/D,.28,0.17,>200,2.67,Pewamo,Silty clay,86,1.84,42,42,16,4,4,0,2.82,30.9,22,1.25,6.4,3
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdM5B3,D,.37,0.29,94,2.7,Blount,Clay loam,94,2,35,40,25,6,7,12,0.92,28.5,24,0.25,7.6,7
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdM5B3,C/D,.28,0.17,>200,2.68,Pewamo,Clay,145,1.84,42,38,20,4,5,0,2.82,32.8,23.5,1,7,3
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdM5B3,D,.37,0.29,94,2.71,Blount,Clay loam,200,2.06,33,45,22,7,6,24,0.74,25.7,24,0.25,8,7
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdM5B3,D,.32,0.3,69,2.71,Glynwood,Clay loam,200,2.05,36,39,25,7,7,26,0.74,26.6,21,0.25,7.9,75
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdM5B3,D,.43,0.48,43,2.71,Mississinewa,Clay loam,200,1.88,31,43,26,7,7,30,0.216,28.5,22.2,0.25,8.1,15
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdM5B3,C/D,.32,0.17,>200,2.69,Pewamo,Clay loam,200,1.83,33,44,23,7,6,23,2.82,32.4,22.1,0.5,7.9,3
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdUXB,D,.37,0.3,86,2.65,Glynwood,Silt loam,23,1.58,24,54,22,3,6,0,2.82,29,15,2,6.4,55
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdUXB,D,.37,0.29,94,2.65,Blount,Silt loam,23,1.5,24,54,22,3,6,0,9.17,30,17,2.5,6.4,5
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdUXB,C/D,.24,0.17,>200,2.65,Pewamo,Silty clay loam,28,1.66,35,50,15,2,5,0,9.17,35,26,5,6.4,5
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdUXB,D,.28,0.3,86,2.65,Glynwood,Clay,74,1.82,42,36,22,5,7,0,0.92,32,24,1,6.2,55
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdUXB,D,.32,0.29,94,2.65,Blount,Silty clay,81,1.8,42,42,16,4,5,0,0.92,32,24,1,6.5,5
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdUXB,D,.32,0.3,86,2.65,Glynwood,Clay loam,86,2.02,36,40,24,8,7,12,0.92,27,24,0.5,7.3,55
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdUXB,C/D,.28,0.17,>200,2.65,Pewamo,Silty clay,86,1.83,42,42,16,4,4,0,2.82,31,24,1.25,6.4,5
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdUXB,D,.37,0.29,94,2.65,Blount,Clay loam,94,2,35,40,25,6,7,12,0.92,28,25,0.25,7.6,5
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdUXB,C/D,.28,0.17,>200,2.65,Pewamo,Clay,145,1.83,42,38,20,4,5,0,2.82,33,24,1,7,5
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdUXB,D,.32,0.3,86,2.65,Glynwood,Clay loam,200,2.09,36,39,25,8,7,26,0.74,24,21,0.25,7.9,55
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdUXB,D,.37,0.29,94,2.65,Blount,Clay loam,200,2.05,33,45,22,7,6,24,0.74,24,21,0.25,8,5
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GdUXB,C/D,.32,0.17,>200,2.65,Pewamo,Clay loam,200,1.9,33,44,23,7,6,23,2.82,33,22,0.5,7.9,5
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GgM5B3,D,.37,0.48,43,2.69,Mississinewa,Clay loam,14,1.61,33,42,25,3,7,1,2.82,32.9,21.1,0.75,7,15
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GgM5B3,D,.37,0.3,69,2.67,Glynwood,Clay loam,18,1.62,30,47,23,3,7,0,2.82,30.4,16.8,1.25,6.4,75
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GgM5B3,D,.37,0.29,94,2.65,Blount,Silt loam,25,1.58,24,54,22,2,6,0,9.17,30.1,16.2,2,6.4,7
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GgM5B3,C/D,.24,0.17,>200,2.61,Pewamo,Silty clay loam,33,1.66,35,50,15,2,5,0,9.17,35.6,20,5,6.4,3
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GgM5B3,D,.32,0.48,43,2.71,Mississinewa,Clay,36,1.69,43,36,21,5,6,3,2.82,34.1,24.2,0.25,7.4,15
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GgM5B3,D,.37,0.48,43,2.7,Mississinewa,Clay loam,43,1.77,35,40,25,8,7,15,2.82,32.6,22.4,0.25,7.9,15
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GgM5B3,D,.28,0.3,69,2.7,Glynwood,Clay,58,1.84,42,36,22,5,7,0,0.92,31.9,22,0.75,6.2,75
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GgM5B3,D,.32,0.3,69,2.7,Glynwood,Clay loam,69,1.89,36,40,24,8,7,12,0.92,30.4,24.3,0.5,7.3,75
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GgM5B3,D,.32,0.29,94,2.7,Blount,Silty clay,81,1.8,42,42,16,4,5,0,0.92,30.9,23.7,1,6.5,7
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GgM5B3,C/D,.28,0.17,>200,2.67,Pewamo,Silty clay,86,1.84,42,42,16,4,4,0,2.82,30.9,22,1.25,6.4,3
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GgM5B3,D,.37,0.29,94,2.7,Blount,Clay loam,94,2,35,40,25,6,7,12,0.92,28.5,24,0.25,7.6,7
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GgM5B3,C/D,.28,0.17,>200,2.68,Pewamo,Clay,145,1.84,42,38,20,4,5,0,2.82,32.8,23.5,1,7,3
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GgM5B3,D,.43,0.48,43,2.71,Mississinewa,Clay loam,200,1.88,31,43,26,7,7,30,0.216,28.5,22.2,0.25,8.1,15
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GgM5B3,D,.37,0.29,94,2.71,Blount,Clay loam,200,2.06,33,45,22,7,6,24,0.74,25.7,24,0.25,8,7
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GgM5B3,D,.32,0.3,69,2.71,Glynwood,Clay loam,200,2.05,36,39,25,7,7,26,0.74,26.6,21,0.25,7.9,75
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GgM5B3,C/D,.32,0.17,>200,2.69,Pewamo,Clay loam,200,1.83,33,44,23,7,6,23,2.82,32.4,22.1,0.5,7.9,3
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gn,C,.37,0.29,>200,2.58,Genesee,Silt loam,20,1.51,23,62,15,0,8,0,9.17,30.3,15.8,2.5,7.5,80
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gn,B/D,.32,0.29,>200,2.57,Shoals,Silt loam,20,1.58,24,54,22,0,9,0,9.17,31.5,17.6,3,7,5
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gn,A/D,.32,0.3,>200,2.57,Eel,Silt loam,23,1.54,23,53,24,,10,0,10.1,30.8,16.5,3,7,8
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gn,B/D,.24,0.17,>200,2.56,Sloan,Silt loam,30,1.52,24,54,22,0,6,0,9.17,31.9,18.2,4,7,7
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gn,A/D,.43,0.3,>200,2.6,Eel,Silt loam,38,1.56,23,53,24,,10,0,10.1,29.2,14.2,0.8,7.3,8
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gn,C,.37,0.29,>200,2.6,Genesee,Loam,81,1.54,22,43,35,0,13,0,9.17,29.1,14.1,1.25,7.6,80
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gn,B/D,.43,0.29,>200,2.6,Shoals,Silt loam,91,1.54,23,52,25,0,8,0,9.17,29.4,14.6,1.25,7,5
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gn,B/D,.32,0.17,>200,2.57,Sloan,Silty clay loam,106,1.62,32,50,18,0,5,0,9.17,33.4,20.8,2.5,7,7
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gn,A/D,.43,0.3,>200,2.61,Eel,Silt loam,135,1.56,23,53,24,,10,5,10.1,29.2,14.2,0.8,7.3,8
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gn,A/D,.37,0.3,>200,2.63,Eel,Stratified sandy loam to silty clay loam,183,1.71,18.5,39.5,42,3,8,12,14.11,21.9,13.2,0.6,7.8,8
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gn,C,.37,0.29,>200,2.62,Genesee,Loam,200,1.54,18,37,45,12,13,17,23.29,23.9,10.1,0.75,7.9,80
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gn,B/D,.37,0.17,>200,2.61,Sloan,Stratified sandy loam to silty clay loam,200,1.56,18,42,40,10,7,0,2.82,19.4,11.1,0.75,7.4,7
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gn,B/D,.37,0.29,>200,2.61,Shoals,Stratified sandy loam to silty clay loam,200,1.55,22,40,38,2,12,0,9.17,22.5,13.9,0.75,7.2,5
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GwM5C3,D,.37,0.48,36,,Mississinewa,Clay loam,13,1.72,35,42,23,,7,1,2.82,32.2,20.1,0.75,7,15
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GwM5C3,D,.32,0.44,64,,Glynwood,Clay loam,15,1.66,33,42,25,6,5,0,2.82,32.2,20.6,1,6.7,70
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GwM5C3,C,.49,0.3,74,,Morley,Silt loam,20,1.52,17,59,24,6,8,0,9.17,30,15.7,1.5,6.2,7
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GwM5C3,D,.37,0.3,91,,Blount,Silt loam,23,1.5,25,51,24,4,8,0,9.17,30.2,16.8,2,6.2,8
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GwM5C3,D,.37,0.48,36,,Mississinewa,Clay loam,25,1.81,39,40,21,,6,3,2.82,34,23.3,0.25,7.4,15
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GwM5C3,D,.37,0.48,36,,Mississinewa,Clay loam,36,1.87,33.5,41.5,25,,7,15,2.82,32.3,21,0.25,7.9,15
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GwM5C3,D,.28,0.44,64,,Glynwood,Clay,51,1.82,42,36,22,5,6,0,0.92,32,24.3,0.75,6.2,70
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GwM5C3,D,.32,0.44,64,,Glynwood,Clay loam,64,2.09,36,40,24,8,7,15,0.92,25.6,23.6,0.5,7.5,70
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GwM5C3,C,.28,0.3,74,,Morley,Clay,64,1.83,42,37,21,8,6,0,2.82,32.1,26,0.75,5.9,7
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GwM5C3,C,.32,0.3,74,,Morley,Clay loam,74,1.83,36,40,24,8,7,10,2.82,33.9,23.2,0.75,7.4,7
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GwM5C3,D,.32,0.3,91,,Blount,Silty clay,76,1.78,42,42,16,4,7,0,0.92,29.6,22.1,0.5,5.9,8
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GwM5C3,D,.32,0.3,91,,Blount,Clay loam,91,2.09,36,40,24,5,6,13,0.92,24.7,23.1,0.25,7.3,8
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GwM5C3,D,.43,0.48,36,,Mississinewa,Clay loam,203,2.07,31,43,26,,7,30,0.216,52.4,21.1,0.25,8.1,15
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GwM5C3,D,.37,0.3,91,,Blount,Clay loam,203,2.07,34,40,26,5,7,29,0.74,21.9,19.7,0.25,7.9,8
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GwM5C3,D,.32,0.44,64,,Glynwood,Clay loam,203,2.1,36,39,25,8,7,29,0.74,27.5,21.7,0.25,7.9,70
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",GwM5C3,C,.37,0.3,74,,Morley,Clay loam,203,2.09,32,46,22,10,6,25,0.4,47.9,21,0.25,8.2,7
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwd5C2,D,.37,0.37,74,,Glynwood,Clay loam,18,1.52,30,45,25,5,5,0,2.82,32.2,20.6,1.5,6.2,85
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwd5C2,C,.49,0.3,74,,Morley,Silt loam,20,1.52,17,59,24,6,8,0,9.17,30,15.7,1.5,6.2,7
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwd5C2,D,.37,0.3,91,,Blount,Silt loam,23,1.5,25,51,24,4,8,0,9.17,30.2,16.8,2,6.2,8
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwd5C2,D,.28,0.37,74,,Glynwood,Clay,61,1.82,42,36,22,5,6,0,0.92,32,24.3,0.75,6.2,85
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwd5C2,C,.28,0.3,74,,Morley,Clay,64,1.83,42,37,21,8,6,0,2.82,32.1,26,0.75,5.9,7
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwd5C2,D,.32,0.37,74,,Glynwood,Clay loam,74,2.09,36,40,24,8,7,12,0.92,25.6,23.6,0.5,7.5,85
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwd5C2,C,.32,0.3,74,,Morley,Clay loam,74,1.83,36,40,24,8,7,10,2.82,33.9,23.2,0.75,7.4,7
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwd5C2,D,.32,0.3,91,,Blount,Silty clay,76,1.78,42,42,16,4,7,0,0.92,29.6,22.1,0.5,5.9,8
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwd5C2,D,.32,0.3,91,,Blount,Clay loam,91,2.09,36,40,24,5,6,13,0.92,24.7,23.1,0.25,7.3,8
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwd5C2,D,.32,0.37,74,,Glynwood,Clay loam,203,2.1,36,39,25,8,7,29,0.74,27.5,21.7,0.25,7.9,85
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwd5C2,D,.37,0.3,91,,Blount,Clay loam,203,2.07,34,40,26,5,7,29,0.74,21.9,19.7,0.25,7.9,8
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwd5C2,C,.37,0.3,74,,Morley,Clay loam,203,2.09,32,46,22,10,6,25,0.4,47.9,21,0.25,8.2,7
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B1,D,.37,0.3,86,2.65,Glynwood,Silt loam,20,1.58,24,54,22,3,6,0,2.82,29,15,2,6.4,85
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B1,D,.37,0.29,94,2.65,Blount,Silt loam,23,1.5,24,54,22,3,6,0,9.17,30,17,2.5,6.4,9
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B1,C/D,.24,0.17,>200,2.65,Pewamo,Silty clay loam,28,1.66,35,50,15,2,5,0,9.17,35,26,5,6.4,6
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B1,D,.28,0.3,86,2.65,Glynwood,Clay,74,1.82,42,36,22,5,7,0,0.92,32,24,1,6.2,85
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B1,D,.32,0.29,94,2.65,Blount,Silty clay,81,1.8,42,42,16,4,5,0,0.92,32,24,1,6.2,9
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B1,D,.32,0.3,86,2.65,Glynwood,Clay loam,86,2.02,36,40,24,8,7,12,0.92,27,24,0.5,7.3,85
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B1,C/D,.28,0.17,>200,2.65,Pewamo,Silty clay,86,1.83,42,42,16,4,4,0,2.82,31,24,1.25,6.4,6
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B1,D,.37,0.29,94,2.65,Blount,Clay loam,94,2,35,40,25,6,7,12,0.92,28,25,0.25,7.6,9
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B1,C/D,.28,0.17,>200,2.65,Pewamo,Clay,145,1.83,42,38,20,4,5,0,2.82,33,24,1,7,6
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B1,D,.32,0.3,86,2.65,Glynwood,Clay loam,200,2.09,36,39,25,8,7,26,0.74,24,21,0.25,7.9,85
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B1,C/D,.32,0.17,>200,2.65,Pewamo,Clay loam,200,1.9,33,44,23,7,6,23,2.82,33,22,0.5,7.9,6
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B1,D,.37,0.29,94,2.65,Blount,Clay loam,200,2.05,33,45,22,7,6,24,0.74,24,21,0.25,8,9
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B2,D,.37,0.3,76,2.65,Glynwood,Silt loam,18,1.58,26,52,22,3,6,0,2.82,29,15,1.75,6.4,85
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B2,D,.37,0.3,94,2.65,Blount,Silt loam,25,1.5,24,54,22,3,6,0,9.17,30,17,2,6.4,9
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B2,C/D,.24,0.17,>200,2.65,Pewamo,Silty clay loam,33,1.66,35,50,15,2,5,0,9.17,35,26,5,6.4,6
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B2,D,.28,0.3,76,2.65,Glynwood,Clay,66,1.82,42,36,22,5,7,0,0.92,32,24,1,6.2,85
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B2,D,.32,0.3,76,2.65,Glynwood,Clay loam,76,2.02,36,40,24,8,7,12,0.92,27,24,0.5,7.3,85
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B2,D,.32,0.3,94,2.65,Blount,Silty clay,81,1.8,42,42,16,4,5,0,0.92,30,22,0.5,6.5,9
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B2,C/D,.28,0.17,>200,2.65,Pewamo,Silty clay,86,1.83,42,42,16,4,4,0,2.82,31,24,1.25,6.4,6
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B2,D,.37,0.3,94,2.65,Blount,Clay loam,94,2,35,40,25,6,7,12,0.92,25,23,0.25,7.6,9
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B2,C/D,.28,0.17,>200,2.65,Pewamo,Clay,145,1.83,42,38,20,4,5,0,2.82,33,24,1,7,6
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B2,D,.37,0.3,94,2.65,Blount,Clay loam,200,2.05,35,44,21,6,6,24,0.74,22,20,0.25,8,9
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B2,D,.32,0.3,76,2.65,Glynwood,Clay loam,200,2.09,36,39,25,8,7,26,0.74,24,21,0.25,7.9,85
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwe1B2,C/D,.32,0.17,>200,2.65,Pewamo,Clay loam,200,1.9,33,44,23,7,6,23,2.82,33,22,0.5,7.9,6
9/9/2021 6:56:30 PM,OH107,"Mercer County, Ohio",Gwg1B1,D,.37,0.3,86,2.65,Glynwood,Silt loam,23,1.58,24,54,22,3,6,0,2.82,29,15,2,6.4,85
