Cell_ID,Receiving_Reach_ID,Receiving_Reach_Location_[0=up;1=dn],Drainage_Area_[ha],Average_Elevation_[m],Average_Aspect_[deg],Land_Slope_[m/m],Sheet_Flow_Slope_[m/m],Sheet_Flow_Length_[m],Shallow_Concentrated_Flow_Slope_[m/m],Shallow_Concentrated_Flow_Length_[m],Concentrated_Flow_Slope_[m/m],Concentrated_Flow_Length_[m],LS_Factor,Aspect_Correlation,Orphan_Raster_Code_[T/F]
922,92,1,8.3600,170.79,28.37,0.03765,0.00717,50.00,0.00118,50.00,0.00998,449.20,0.448,0.4014,F
923,92,1,6.0200,170.64,229.56,0.03840,0.00200,50.00,0.00201,50.00,0.01508,218.85,0.547,0.4366,F
932,93,1,31.4200,186.27,9.99,0.08433,0.01535,50.00,0.03390,50.00,0.04020,759.98,1.515,0.5035,F
933,93,1,43.2800,184.25,79.72,0.04910,0.01014,50.00,0.01648,50.00,0.00500,684.47,0.852,0.5061,F
941,94,0,10.0100,208.79,51.52,0.03347,0.01073,50.00,0.01921,50.00,0.02098,395.77,0.478,0.4356,F
942,94,1,12.3200,206.48,262.14,0.05932,0.01200,50.00,0.01400,50.00,0.01840,304.35,0.960,0.7103,F
943,94,1,9.4000,206.88,42.39,0.06654,0.00600,50.00,0.01624,50.00,0.03438,472.34,1.070,0.5304,F
951,95,0,10.4800,211.14,12.12,0.03110,0.01048,50.00,0.01531,50.00,0.01850,332.99,0.435,0.3776,F
952,95,1,3.3700,205.68,351.42,0.08913,0.02871,50.00,0.14176,50.00,0.10236,98.14,1.469,0.5773,F
953,95,1,4.7400,209.37,128.52,0.06042,0.01014,50.00,0.01943,50.00,0.03056,144.71,0.929,0.7305,F
962,96,1,1.4800,170.01,31.44,0.07377,0.01497,50.00,0.07362,50.00,0.03851,5.71,1.048,0.6733,F
963,96,1,5.4000,171.14,181.84,0.03895,0.00283,50.00,0.00317,50.00,0.01962,206.42,0.572,0.3828,F
971,97,0,11.8000,178.15,354.19,0.05916,0.07305,50.00,0.18478,50.00,0.03487,634.06,1.058,0.8163,F
972,97,1,21.7500,174.05,2.54,0.01541,0.02634,50.00,0.01614,50.00,0.00872,559.56,0.227,0.6138,F
973,97,1,12.8700,172.67,97.79,0.00883,0.00400,50.00,0.00518,50.00,0.00401,484.71,0.149,0.5378,F
982,98,1,0.2600,170.12,61.73,0.07627,0.03249,50.00,0.10031,23.28,0.00001,0.00,0.970,0.4181,F
983,98,1,0.1600,171.41,212.86,0.08696,0.02725,50.00,0.17239,9.50,0.00001,0.00,1.457,0.9613,F
992,99,1,6.3600,171.72,27.41,0.04589,0.00400,50.00,0.00225,50.00,0.01177,377.13,0.629,0.4929,F
993,99,1,4.3500,172.38,191.16,0.06612,0.00483,50.00,0.00615,50.00,0.03630,128.14,1.035,0.6371,F
1002,100,1,0.6500,171.28,318.27,0.09443,0.04851,50.00,0.13059,3.28,0.00001,0.00,1.374,0.7261,F
1003,100,1,0.6300,171.93,140.78,0.08213,0.02000,50.00,0.05535,23.28,0.00001,0.00,1.381,0.8052,F
1011,101,0,10.3500,195.79,3.54,0.08231,0.01654,50.00,0.00746,50.00,0.04645,766.48,1.508,0.5258,F
1012,101,1,18.7900,184.33,8.46,0.07183,0.01606,50.00,0.05294,50.00,0.04505,775.77,1.305,0.6161,F
1013,101,1,7.3100,173.69,85.39,0.01512,0.00931,50.00,0.01469,50.00,0.00122,206.42,0.206,0.4254,F
1022,102,1,12.7600,174.41,337.70,0.04627,0.10929,50.00,0.23555,50.00,0.03652,547.84,0.679,0.6256,F
1023,102,1,14.7600,174.06,128.61,0.03705,0.00001,50.00,0.00201,50.00,0.01411,467.84,0.553,0.4374,F
1031,103,0,11.5800,210.60,329.56,0.02673,0.00717,50.00,0.01951,50.00,0.01548,443.70,0.384,0.2070,F
1032,103,1,11.6500,201.41,290.01,0.10087,0.01869,50.00,0.00580,50.00,0.07633,230.92,1.769,0.6230,F
1033,103,1,9.8000,199.69,57.32,0.12722,0.02048,50.00,0.04500,50.00,0.14137,210.92,2.349,0.7984,F
1042,104,1,6.2500,187.20,349.64,0.22424,0.05128,50.00,0.17946,50.00,0.14349,166.42,4.323,0.7877,F
1043,104,1,11.9900,176.31,122.32,0.03329,0.06778,50.00,0.01622,50.00,0.01017,649.26,0.469,0.2740,F
1052,105,1,17.8400,198.70,279.82,0.10952,0.01434,50.00,0.01697,50.00,0.06119,500.62,1.987,0.6259,F
1053,105,1,10.2100,193.26,18.11,0.15404,0.06200,50.00,0.02069,50.00,0.03794,745.06,2.636,0.4411,F
1062,106,1,4.9700,196.07,250.19,0.15997,0.00766,50.00,0.06264,50.00,0.13521,152.99,2.967,0.8477,F
1063,106,1,1.6900,189.45,25.98,0.14262,0.15313,50.00,0.16013,50.00,0.02564,50.21,2.416,0.8750,F
1071,107,0,10.0600,213.01,356.83,0.01388,0.00600,50.00,0.00624,50.00,0.00565,724.47,0.199,0.3316,F
1072,107,1,10.6000,208.99,237.17,0.06147,0.00921,50.00,0.03739,50.00,0.04536,220.92,1.050,0.6051,F
1073,107,1,13.1500,211.76,16.68,0.03440,0.00883,50.00,0.00683,50.00,0.00760,555.06,0.608,0.7520,F
1082,108,1,2.1500,197.82,299.64,0.16367,0.09175,50.00,0.18856,50.00,0.07924,79.85,2.734,0.6880,F
1083,108,1,1.7600,198.44,85.06,0.16538,0.12296,50.00,0.08402,50.00,0.01680,11.57,3.016,0.9345,F
1092,109,1,16.2700,209.11,303.80,0.07833,0.00600,50.00,0.00917,50.00,0.04029,425.42,1.299,0.4975,F
1093,109,1,4.8700,206.64,103.72,0.11638,0.02071,50.00,0.11213,50.00,0.09034,58.14,2.074,0.8153,F
1102,110,1,14.6000,212.71,277.62,0.04836,0.00766,50.00,0.00835,50.00,0.03114,361.27,0.726,0.5850,F
1103,110,1,12.9100,214.52,66.31,0.05687,0.00834,50.00,0.02371,50.00,0.03212,345.77,0.858,0.6437,F
1111,111,0,10.0500,221.23,40.74,0.01272,0.00283,50.00,0.00483,50.00,0.00704,568.20,0.193,0.6170,F
1112,111,1,3.9000,216.88,338.33,0.03588,0.00883,50.00,0.01034,50.00,0.02337,121.57,0.515,0.6968,F
1113,111,1,2.9300,217.31,74.20,0.03814,0.01014,50.00,0.01648,50.00,0.02756,207.49,0.515,0.6836,F
1121,112,0,15.4200,220.77,48.71,0.01800,0.00800,50.00,0.00400,50.00,0.00855,713.41,0.262,0.5075,F
1122,112,1,1.2600,215.67,359.37,0.04339,0.04648,50.00,0.02078,47.78,0.00001,0.00,0.569,0.8083,F
1123,112,1,1.3800,216.55,129.54,0.05565,0.04928,50.00,0.04217,50.00,0.01414,1.92,0.789,0.9415,F
1131,113,0,10.9500,217.40,24.09,0.03630,0.01717,50.00,0.00483,50.00,0.01684,629.56,0.556,0.4547,F
1132,113,1,2.5500,211.81,336.95,0.08749,0.01103,50.00,0.03637,50.00,0.11086,55.71,1.436,0.8631,F
1133,113,1,3.3700,212.53,120.02,0.07483,0.01703,50.00,0.05040,50.00,0.08392,72.28,1.223,0.9126,F
1141,114,0,10.0700,213.47,30.36,0.04531,0.00800,50.00,0.00400,50.00,0.02336,526.48,0.705,0.4844,F
1142,114,1,3.4900,207.83,346.05,0.10518,0.01935,50.00,0.04794,50.00,0.06917,129.85,1.849,0.7130,F
1143,114,1,3.2500,207.53,116.56,0.08482,0.01921,50.00,0.02004,50.00,0.05832,123.99,1.454,0.8487,F
1151,115,0,10.0800,219.87,3.70,0.02275,0.01366,50.00,0.00834,50.00,0.00858,710.98,0.311,0.5098,F
1152,115,1,14.1700,207.89,331.53,0.08455,0.01535,50.00,0.02010,50.00,0.05569,325.42,1.448,0.5758,F
1153,115,1,14.2900,205.92,87.68,0.13382,0.02200,50.00,0.01517,50.00,0.01017,486.07,2.405,0.5948,F
1162,116,1,5.2400,175.70,2.22,0.08336,0.03717,50.00,0.00707,50.00,0.02233,118.14,1.187,0.5819,F
1163,116,1,5.4800,176.67,179.95,0.05543,0.04206,50.00,0.01994,50.00,0.03894,149.85,0.839,0.6541,F
1171,117,0,10.0400,210.96,52.46,0.04412,0.01469,50.00,0.01332,50.00,0.02101,947.13,0.656,0.5278,F
1172,117,1,2.1200,180.79,322.99,0.05718,0.03097,50.00,0.01089,50.00,0.01774,39.85,0.827,0.4248,F
1173,117,1,6.9100,189.43,32.38,0.12953,0.04737,50.00,0.15177,50.00,0.09291,215.71,2.284,0.7262,F
1182,118,1,1.6400,174.86,12.43,0.04809,0.02269,50.00,0.01131,50.00,0.02852,79.85,0.729,0.5129,F
1183,118,1,1.2400,176.17,203.75,0.06314,0.01048,50.00,0.03897,50.00,0.07088,53.99,0.987,0.9232,F
1192,119,1,21.7100,196.81,356.85,0.14236,0.00517,50.00,0.01131,50.00,0.04179,813.05,2.682,0.5541,F
1193,119,1,13.3200,176.52,74.13,0.02100,0.04049,50.00,0.01614,50.00,0.00518,534.77,0.271,0.3457,F
1202,120,1,0.0500,179.98,335.79,0.00376,0.01142,35.00,0.00001,0.00,0.00001,0.00,0.095,0.6908,F
1203,120,1,0.0200,179.90,61.50,0.00001,0.00001,15.00,0.00001,0.00,0.00001,0.00,0.032,0.9997,F
1211,121,0,10.0200,218.88,14.14,0.03546,0.00483,50.00,0.01414,50.00,0.01646,579.20,0.526,0.4122,F
1212,121,1,43.3500,208.21,276.64,0.07131,0.00366,50.00,0.00683,50.00,0.01619,749.20,1.157,0.5297,F
1213,121,1,21.6900,208.03,41.86,0.09615,0.00717,50.00,0.01000,50.00,0.03374,381.63,1.630,0.6679,F
1222,122,1,21.5100,192.39,284.23,0.11537,0.02606,50.00,0.07034,50.00,0.06526,401.27,2.113,0.7793,F
1223,122,1,29.7500,196.41,79.83,0.11505,0.01834,50.00,0.02228,50.00,0.04209,669.26,2.075,0.6335,F
1231,123,0,11.3900,218.10,334.31,0.03840,0.00318,50.00,0.00683,50.00,0.02223,609.56,0.585,0.4859,F
1232,123,1,10.4800,208.81,270.58,0.11677,0.00907,50.00,0.02050,50.00,0.09175,262.99,2.068,0.6986,F
1233,123,1,8.3400,210.03,38.83,0.11844,0.01351,50.00,0.04117,50.00,0.06626,163.99,2.096,0.7434,F
1242,124,1,11.4400,208.23,342.17,0.09392,0.00883,50.00,0.02360,50.00,0.04564,649.26,1.567,0.5775,F
1243,124,1,2.8700,197.87,155.47,0.15985,0.03542,50.00,0.12511,50.00,0.11518,112.63,2.913,0.7849,F
1252,125,1,5.8900,203.55,293.98,0.13899,0.02043,50.00,0.05375,50.00,0.07815,262.99,2.391,0.8033,F
1253,125,1,4.0100,203.27,91.98,0.13247,0.01006,50.00,0.11640,50.00,0.09806,125.71,2.316,0.8089,F
1262,126,1,8.7300,209.59,240.18,0.09343,0.00966,50.00,0.01846,50.00,0.08030,224.71,1.553,0.7861,F
1263,126,1,4.7700,206.00,36.48,0.11100,0.02460,50.00,0.08104,50.00,0.07231,118.49,1.825,0.8102,F
1271,127,0,10.4700,220.64,256.12,0.02381,0.02341,50.00,0.00259,50.00,0.01330,360.92,0.325,0.4026,F
1272,127,1,16.2400,215.35,237.56,0.05947,0.00400,50.00,0.01346,50.00,0.03912,385.42,0.909,0.6092,F
1273,127,1,4.9200,214.18,358.62,0.07602,0.01400,50.00,0.01663,50.00,0.04048,132.63,1.229,0.8045,F
1282,128,1,1.6800,206.74,292.79,0.08074,0.06046,50.00,0.14977,50.00,0.02402,53.64,1.285,0.7498,F
1283,128,1,4.0200,210.55,95.30,0.08217,0.02006,50.00,0.07334,50.00,0.07123,105.71,1.313,0.8671,F
1292,129,1,19.9600,215.19,262.94,0.05386,0.01234,50.00,0.01131,50.00,0.02318,684.41,0.800,0.5746,F
1293,129,1,8.3500,215.40,40.89,0.08027,0.01200,50.00,0.03358,50.00,0.06482,152.28,1.322,0.7756,F
1302,130,1,11.3800,218.01,205.60,0.04209,0.00951,50.00,0.00518,50.00,0.01933,474.06,0.605,0.6208,F
1303,130,1,3.2100,216.63,26.98,0.05403,0.00648,50.00,0.01877,50.00,0.04456,138.85,0.795,0.8668,F
1311,131,0,13.3800,222.11,258.66,0.00863,0.00566,50.00,0.00421,50.00,0.00553,544.06,0.139,0.3914,F
1312,131,1,10.2200,221.26,224.83,0.02003,0.00869,50.00,0.00932,50.00,0.00414,677.49,0.275,0.4500,F
1313,131,1,32.8800,220.91,282.23,0.01413,0.00824,50.00,0.00727,50.00,0.00365,913.05,0.197,0.3213,F
1321,132,0,10.4100,222.11,62.88,0.01051,0.00600,50.00,0.00201,50.00,0.00330,577.13,0.159,0.4463,F
1322,132,1,1.5900,218.12,296.50,0.06299,0.02400,50.00,0.01800,50.00,0.02902,149.50,0.806,0.7359,F
1323,132,1,4.8600,220.00,40.55,0.02902,0.00400,50.00,0.01000,50.00,0.02463,272.63,0.431,0.6593,F
1331,133,0,11.8900,224.62,40.50,0.01821,0.00400,50.00,0.00001,50.00,0.01080,500.27,0.265,0.4551,F
1332,133,1,28.3300,221.29,346.11,0.02645,0.00400,50.00,0.00166,50.00,0.01155,1005.83,0.374,0.4820,F
1333,133,1,27.7200,221.90,61.85,0.02586,0.00507,50.00,0.00893,50.00,0.00819,781.27,0.379,0.6385,F
1341,134,0,12.2300,221.28,25.74,0.03389,0.00400,50.00,0.00600,50.00,0.01800,483.05,0.479,0.4829,F
1342,134,1,15.5700,217.92,328.18,0.05074,0.00400,50.00,0.01414,50.00,0.01753,656.48,0.772,0.5291,F
1343,134,1,12.8800,216.05,82.26,0.04901,0.00848,50.00,0.01337,50.00,0.02995,324.06,0.731,0.7243,F
1351,135,0,10.0100,219.70,9.20,0.02733,0.00800,50.00,0.00600,50.00,0.01410,612.63,0.395,0.5348,F
1352,135,1,10.9100,211.00,305.85,0.07170,0.01248,50.00,0.03480,50.00,0.04686,214.71,1.081,0.6945,F
1353,135,1,18.6600,212.59,72.46,0.06153,0.00800,50.00,0.00834,50.00,0.02260,532.34,0.966,0.6649,F
1361,136,0,10.9400,215.05,48.99,0.03540,0.00542,50.00,0.00483,50.00,0.02385,397.84,0.555,0.4183,F
1362,136,1,15.8000,208.71,328.31,0.09023,0.00400,50.00,0.00834,50.00,0.03108,440.27,1.474,0.6304,F
1363,136,1,39.4200,209.05,99.10,0.07790,0.01331,50.00,0.00542,50.00,0.02216,792.76,1.289,0.4609,F
1371,137,0,10.0300,204.60,345.67,0.04023,0.01634,50.00,0.01669,50.00,0.02158,551.27,0.600,0.4718,F
1372,137,1,21.1100,197.08,20.46,0.09176,0.00600,50.00,0.02228,50.00,0.03897,574.41,1.479,0.6119,F
1373,137,1,1.8100,191.22,97.23,0.10611,0.09951,50.00,0.02683,50.00,0.00624,13.28,1.723,0.6063,F
1382,138,1,0.1500,173.88,53.14,0.08051,0.07730,39.14,0.00001,0.00,0.00001,0.00,1.155,0.5801,F
1383,138,1,0.1100,175.52,269.93,0.08011,0.03414,50.00,0.11614,13.28,0.00001,0.00,1.538,0.7717,F
1392,139,1,1.6800,175.08,37.57,0.08798,0.02503,50.00,0.05697,50.00,0.00806,31.57,1.281,0.6112,F
1393,139,1,1.0600,175.63,220.58,0.11657,0.11181,50.00,0.15514,3.28,0.00001,0.00,2.053,0.9552,F
1402,140,1,0.6300,175.20,292.97,0.09952,0.06620,45.36,0.00001,0.00,0.00001,0.00,1.430,0.7058,F
1403,140,1,0.5600,175.77,98.49,0.06432,0.00400,50.00,0.03489,41.57,0.00001,0.00,1.174,0.5498,F
1411,141,0,12.3800,179.49,40.55,0.03973,0.03234,50.00,0.00366,50.00,0.01260,627.13,0.551,0.5524,F
1412,141,1,3.9300,177.25,3.36,0.02350,0.03800,50.00,0.01600,50.00,0.01251,279.85,0.340,0.8172,F
1413,141,1,0.5300,176.16,139.63,0.06221,0.04854,39.14,0.00001,0.00,0.00001,0.00,1.172,0.8572,F
1422,142,1,15.0500,176.35,40.88,0.00715,0.01917,50.00,0.00283,50.00,0.00228,527.49,0.114,0.6060,F
1423,142,1,4.6400,175.87,183.66,0.00786,0.00600,50.00,0.00200,50.00,0.00288,270.92,0.123,0.3790,F
1431,143,0,15.2500,179.80,49.13,0.03314,0.03531,50.00,0.02371,50.00,0.01635,666.84,0.450,0.6672,F
1432,143,1,5.0800,177.31,2.15,0.01253,0.03151,50.00,0.05140,50.00,0.00868,352.99,0.177,0.8060,F
1433,143,1,8.0300,177.66,78.81,0.01507,0.07224,50.00,0.04879,50.00,0.00394,724.71,0.235,0.6370,F
1441,144,0,14.2900,177.03,107.68,0.00544,0.00283,50.00,0.00318,50.00,0.00165,609.56,0.099,0.3090,F
1442,144,1,6.2300,176.77,81.03,0.00590,0.01000,50.00,0.00400,50.00,0.00291,533.99,0.103,0.5712,F
1443,144,1,2.3500,176.23,211.15,0.00832,0.00400,50.00,0.00201,50.00,0.00314,95.71,0.110,0.4667,F
1452,145,1,1.7700,174.97,48.62,0.08558,0.00307,50.00,0.07569,41.57,0.00001,0.00,1.307,0.5659,F
1453,145,1,13.0700,176.51,225.54,0.02218,0.01468,50.00,0.00932,50.00,0.00683,520.27,0.361,0.2857,F
1462,146,1,2.5200,175.67,38.43,0.09100,0.00400,50.00,0.12276,19.14,0.00001,0.00,1.408,0.6427,F
1463,146,1,1.4300,176.70,214.61,0.14155,0.17000,25.00,0.00001,0.00,0.00001,0.00,2.635,0.8656,F
1472,147,1,4.4900,177.62,18.56,0.00776,0.00200,50.00,0.00400,50.00,0.00242,454.71,0.113,0.4991,F
1473,147,1,1.8200,177.64,176.66,0.01733,0.00318,50.00,0.00400,50.00,0.00103,137.78,0.268,0.3334,F
1481,148,0,10.0100,199.77,325.16,0.05018,0.01703,50.00,0.01531,50.00,0.01754,460.92,0.738,0.3204,F
1482,148,1,13.9100,188.07,331.92,0.05103,0.01751,50.00,0.03517,50.00,0.03203,267.43,0.744,0.4649,F
1483,148,1,34.9400,184.09,58.65,0.04829,0.00800,50.00,0.00400,50.00,0.00456,460.92,0.826,0.6095,F
1491,149,0,10.2100,179.56,28.39,0.01024,0.00600,50.00,0.00400,50.00,0.00387,725.06,0.152,0.6019,F
1492,149,1,1.3400,177.62,56.04,0.00298,0.00600,50.00,0.00001,50.00,0.00228,88.14,0.069,0.7747,F
1493,149,1,7.8200,178.06,96.26,0.00533,0.00717,50.00,0.00483,50.00,0.00345,290.56,0.097,0.6760,F
1502,150,1,0.2200,175.85,22.55,0.13125,0.03893,29.14,0.00001,0.00,0.00001,0.00,1.897,0.6108,F
1503,150,1,0.2000,177.18,205.86,0.13700,0.08953,49.14,0.00001,0.00,0.00001,0.00,2.359,0.7932,F
1512,151,1,3.7800,177.27,334.13,0.07916,0.00400,50.00,0.01615,50.00,0.21251,9.14,1.157,0.5394,F
1513,151,1,12.2100,179.31,109.02,0.03529,0.08289,50.00,0.02746,50.00,0.01470,328.85,0.575,0.4596,F
1522,152,1,7.6800,182.23,296.29,0.07710,0.06286,50.00,0.20234,50.00,0.02689,384.71,1.156,0.4218,F
1523,152,1,8.1900,191.60,76.88,0.09656,0.00951,50.00,0.01028,50.00,0.04349,595.42,1.552,0.6269,F
1532,153,1,1.6900,180.44,275.15,0.10951,0.13166,50.00,0.05107,50.00,0.01549,81.57,1.409,0.6505,F
1533,153,1,3.9400,187.20,98.40,0.07869,0.05400,50.00,0.04200,50.00,0.04925,463.99,1.156,0.8015,F
1542,154,1,13.0100,192.14,294.15,0.14782,0.01521,50.00,0.02171,50.00,0.06533,321.27,2.659,0.4756,F
1543,154,1,9.6000,191.91,85.58,0.12232,0.03400,50.00,0.10200,50.00,0.06198,334.00,2.197,0.6876,F
1552,155,1,3.0000,193.63,208.34,0.15965,0.08278,50.00,0.19095,50.00,0.15663,39.85,3.282,0.8911,F
1553,155,1,3.9200,189.01,329.62,0.10753,0.08892,50.00,0.18421,50.00,0.04455,207.49,1.969,0.8340,F
1561,156,0,10.2100,205.31,317.59,0.07367,0.01303,50.00,0.02067,50.00,0.03237,486.84,1.214,0.3990,F
1562,156,1,5.0800,199.60,194.75,0.09232,0.00951,50.00,0.02277,50.00,0.04704,225.06,1.593,0.4802,F
1563,156,1,1.0500,196.68,328.80,0.19590,0.08774,50.00,0.16524,50.00,0.16000,1.57,3.440,0.8668,F
1571,157,0,12.8000,208.89,15.29,0.08542,0.01166,50.00,0.00731,50.00,0.03660,521.98,1.461,0.3511,F
1572,157,1,10.6300,204.34,316.65,0.11167,0.01121,50.00,0.03229,50.00,0.04184,532.70,1.930,0.4509,F
1573,157,1,2.3700,199.35,68.25,0.17834,0.05983,50.00,0.13823,50.00,0.09758,83.99,3.096,0.8059,F
1582,158,1,8.7800,193.61,329.26,0.10442,0.03146,50.00,0.10009,50.00,0.05093,446.13,1.837,0.7297,F
1583,158,1,7.2000,196.07,128.09,0.15152,0.00551,50.00,0.11537,50.00,0.06429,364.06,2.896,0.7415,F
1592,159,1,3.9700,192.03,250.28,0.13803,0.04807,50.00,0.16472,50.00,0.07721,220.56,2.359,0.7599,F
1593,159,1,10.6100,200.80,58.73,0.07548,0.01000,50.00,0.05454,50.00,0.04400,685.83,1.222,0.6131,F
1601,160,0,10.5900,211.89,8.14,0.08662,0.00648,50.00,0.01703,50.00,0.04515,419.91,1.544,0.3622,F
1602,160,1,3.8200,199.93,265.06,0.12798,0.05778,50.00,0.14133,50.00,0.08184,204.71,2.372,0.8908,F
1603,160,1,1.1200,197.52,1.73,0.19131,0.13200,50.00,0.17411,50.00,0.13471,27.43,3.415,0.8884,F
1612,161,1,18.8900,202.73,297.04,0.13504,0.00400,50.00,0.03206,50.00,0.06211,486.48,2.416,0.5596,F
1613,161,1,26.8400,204.29,88.81,0.14409,0.01335,50.00,0.03779,50.00,0.04273,703.05,2.591,0.4813,F
1622,162,1,15.3200,207.15,242.07,0.13408,0.00517,50.00,0.00366,50.00,0.05782,442.34,2.444,0.5954,F
1623,162,1,6.4700,203.40,38.52,0.16165,0.09422,50.00,0.15863,50.00,0.08561,144.35,3.011,0.7025,F
1631,163,0,10.1700,218.82,346.56,0.04583,0.00600,50.00,0.00600,50.00,0.02457,599.91,0.768,0.4956,F
1632,163,1,8.1100,212.01,219.47,0.11934,0.01034,50.00,0.00917,50.00,0.06209,202.28,2.140,0.5098,F
1633,163,1,5.0500,212.17,341.71,0.15855,0.01570,50.00,0.07454,50.00,0.08705,176.78,2.859,0.7326,F
1642,164,1,15.3600,211.40,282.55,0.12340,0.00600,50.00,0.00001,50.00,0.04767,491.99,2.182,0.4798,F
1643,164,1,27.8500,213.30,67.01,0.12869,0.02600,50.00,0.00601,50.00,0.03302,641.99,2.282,0.3554,F
1651,165,0,12.0400,220.29,312.28,0.08146,0.00318,50.00,0.01946,50.00,0.03218,437.13,1.311,0.3144,F
1652,165,1,4.7600,215.43,220.96,0.11395,0.00931,50.00,0.07912,50.00,0.08966,120.21,1.985,0.7209,F
1653,165,1,2.1600,213.99,7.19,0.14337,0.01746,50.00,0.05169,50.00,0.09413,127.43,2.409,0.8047,F
1662,166,1,21.1200,221.25,297.65,0.04921,0.00542,50.00,0.00259,50.00,0.01173,852.63,0.809,0.4964,F
1663,166,1,17.9100,219.24,53.40,0.06893,0.02869,50.00,0.01132,50.00,0.02277,603.35,1.078,0.5148,F
1671,167,0,10.0100,225.45,270.53,0.01066,0.00283,50.00,0.00118,50.00,0.00781,397.13,0.168,0.3268,F
1672,167,1,7.8800,221.51,229.95,0.05170,0.00283,50.00,0.00566,50.00,0.03818,235.06,0.759,0.6702,F
1673,167,1,15.5200,221.55,357.50,0.07357,0.02400,50.00,0.03131,50.00,0.01761,445.06,1.091,0.3254,F
1681,168,0,10.0800,223.62,55.07,0.04075,0.00566,50.00,0.00435,50.00,0.02094,391.63,0.598,0.3327,F
1682,168,1,1.9400,220.09,347.02,0.07346,0.03200,50.00,0.07137,50.00,0.05445,39.14,1.000,0.7176,F
1683,168,1,4.3500,220.95,137.34,0.06073,0.00721,50.00,0.04150,50.00,0.04049,154.71,0.884,0.7566,F
1692,169,1,12.8500,205.46,330.52,0.12249,0.01131,50.00,0.00820,50.00,0.04445,551.99,2.067,0.5637,F
1693,169,1,19.7800,206.16,121.90,0.11749,0.09994,50.00,0.12302,50.00,0.03429,440.27,2.074,0.6489,F
1702,170,1,0.8900,204.85,267.55,0.22647,0.04400,50.00,0.24000,50.00,0.25143,35.00,4.009,0.8943,F
1703,170,1,0.2900,197.05,76.82,0.12993,0.06988,50.00,0.11117,9.50,0.00001,0.00,1.788,0.8988,F
1711,171,0,11.8900,218.81,37.34,0.05839,0.01297,50.00,0.01897,50.00,0.02026,464.06,0.870,0.1985,F
1712,171,1,8.8800,214.74,272.93,0.08764,0.00766,50.00,0.01794,50.00,0.04948,255.06,1.504,0.6249,F
1713,171,1,3.7800,213.98,73.22,0.11614,0.01228,50.00,0.05136,50.00,0.08803,124.71,2.036,0.8471,F
1722,172,1,14.1900,211.82,308.70,0.14287,0.07000,50.00,0.00201,50.00,0.03769,331.63,2.554,0.6421,F
1723,172,1,19.1900,212.59,119.26,0.11771,0.01400,50.00,0.00400,50.00,0.02386,658.20,1.947,0.5783,F
1732,173,1,1.6000,211.77,249.41,0.11165,0.12137,50.00,0.04766,50.00,0.07280,111.92,1.523,0.7268,F
1733,173,1,5.7400,216.59,41.92,0.08827,0.00469,50.00,0.03374,50.00,0.03412,447.84,1.309,0.5696,F
1741,174,0,10.6100,224.90,24.27,0.02100,0.00614,50.00,0.01171,50.00,0.01033,467.13,0.302,0.4287,F
1742,174,1,9.7800,222.33,334.56,0.03785,0.00483,50.00,0.00542,50.00,0.01102,552.34,0.497,0.3851,F
1743,174,1,5.2000,221.67,32.92,0.05390,0.01521,50.00,0.01581,50.00,0.02237,142.28,0.855,0.5963,F
1751,175,0,18.2800,226.26,87.70,0.03779,0.00542,50.00,0.01190,50.00,0.01961,557.19,0.536,0.2896,F
1752,175,1,39.0500,219.54,348.63,0.08841,0.00434,50.00,0.00917,50.00,0.03509,567.84,1.456,0.3765,F
1753,175,1,17.5600,219.25,144.56,0.07414,0.00951,50.00,0.01711,50.00,0.04717,209.20,1.207,0.7616,F
1762,176,1,2.5300,211.80,46.50,0.11210,0.05800,50.00,0.03000,50.00,0.05364,167.78,1.837,0.4930,F
1763,176,1,4.6600,216.45,139.13,0.08891,0.02800,50.00,0.00673,50.00,0.05484,274.71,1.459,0.6310,F
1771,177,0,14.3400,227.36,46.10,0.01183,0.00400,50.00,0.00401,50.00,0.00768,690.62,0.175,0.7860,F
1772,177,1,10.1800,223.75,17.79,0.02978,0.00848,50.00,0.01523,50.00,0.00978,257.13,0.434,0.6605,F
1773,177,1,2.3900,222.29,134.92,0.05062,0.02000,50.00,0.02000,50.00,0.05699,149.14,0.821,0.7811,F
1781,178,0,10.7300,223.09,88.87,0.04929,0.02800,50.00,0.00801,50.00,0.01689,621.63,0.836,0.3519,F
1782,178,1,4.3200,220.23,36.04,0.09423,0.00600,50.00,0.02673,50.00,0.04232,204.71,1.525,0.6189,F
1783,178,1,4.0300,219.77,178.56,0.08556,0.00834,50.00,0.00766,50.00,0.05499,165.71,1.475,0.6721,F
1791,179,0,10.7700,219.97,34.01,0.03517,0.00707,50.00,0.00796,50.00,0.02089,509.91,0.526,0.4734,F
1792,179,1,5.3700,211.13,2.09,0.11437,0.07400,50.00,0.18400,50.00,0.04859,161.57,1.872,0.6976,F
1793,179,1,8.1100,214.70,125.76,0.06305,0.00951,50.00,0.01820,50.00,0.03684,307.13,0.922,0.5977,F
1801,180,0,11.8100,203.25,77.80,0.09426,0.03364,50.00,0.01836,50.00,0.04845,587.19,1.639,0.6261,F
1802,180,1,1.0500,184.06,357.62,0.02272,0.00800,50.00,0.00001,50.00,0.00247,17.43,0.326,0.3089,F
