Cell_ID,Soil_ID,Mgmt_Field_ID,Reach_ID,Reach_Location_Code,Cell_Area,Time_of_Conc,Avg_Elevation,RCN_Calib_ID,Avg_Land_Slope,Aspect,RUSLE_ls_Fctr,RCN_Rtn_Calib_Fctr,Secondary_Climate_File_ID,Sheet_Flow_Mannings_n,Geology_ID,Conc_Flow_Slope,Conc_Flow_Length,Hydraulic_Geom_ID,Conc_Flow_Hydraulic_Depth,Conc_Flow_Mannings_n,Sheet_Flow_Slope,Sheet_Flow_Length,Shallow_Conc_Flow_Slope,Shallow_Conc_Flow_Length,Delivery_Ratio,Constant_USLE_C_Fctr,Constant_USLE_P_Fctr,All_OC_Calib_Fctr,All_N_Calib_Fctr,All_P_Calib_Fctr,Sheet_and_Rill_Erosion_Calib_Fctr,Gullies_Erosion_Calib_Fctr,Input_Units_Code
4322,,,432,1,4.1100,,172.02,,0.01819,80.32,0.235,,,,,0.00864,35.71,,,,0.00824,50.00,0.00376,50.00,,,,,,,,,1
4323,,,432,1,9.7400,,172.96,,0.03545,203.76,0.516,,,,,0.01526,393.35,,,,0.00800,50.00,0.00200,50.00,,,,,,,,,1
4332,,,433,1,4.4700,,166.86,,0.00152,112.71,0.046,,,,,0.00040,257.49,,,,0.00200,50.00,0.00001,50.00,,,,,,,,,1
4333,,,433,1,2.5400,,167.42,,0.03610,214.42,0.428,,,,,0.00001,46.07,,,,0.04599,50.00,0.00001,50.00,,,,,,,,,1
4342,,,434,1,22.7700,,169.96,,0.03463,92.57,0.465,,,,,0.00383,793.76,,,,0.02818,50.00,0.04719,50.00,,,,,,,,,1
4343,,,434,1,20.3900,,168.07,,0.01425,212.66,0.175,,,,,0.00126,999.62,,,,0.00400,50.00,0.00304,50.00,,,,,,,,,1
4351,,,435,0,14.1700,,173.80,,0.01291,190.88,0.189,,,,,0.00496,544.77,,,,0.00799,50.00,0.00001,50.00,,,,,,,,,1
4352,,,435,1,12.8300,,172.96,,0.01900,45.72,0.265,,,,,0.01187,196.07,,,,0.00800,50.00,0.00746,50.00,,,,,,,,,1
4353,,,435,1,9.6300,,172.80,,0.01518,202.54,0.215,,,,,0.00962,317.13,,,,0.00400,50.00,0.00001,50.00,,,,,,,,,1
4361,,,436,0,10.1700,,170.30,,0.04313,106.21,0.626,,,,,0.00135,598.91,,,,0.07607,50.00,0.03387,50.00,,,,,,,,,1
