Soil_ID,Layer_Number,Layer_Depth,Bulk_Density,Clay_Ratio,Silt_Ratio,Sand_Ratio,Rock_Ratio,Very_Fine_Sand_Ratio,CaCO3_Content,Saturated_Conductivity,Field_Capacity,Wilting_Point,Volcanic_Code,Base_Saturation,Unstable_Aggregate_Ratio,pH,Organic_Matter_Ratio,Organic_N_Ratio,Inorganic_N_Ratio,Organic_P_Ratio,Inorganic_P_Ratio,Soil_Structure_Code,Input_Units_Code
DuA,     2, 1020.0000,    1.6600,    0.3900,    0.5260,    0.0840,    0.0400,    0.0290,    0.0500,    3.3120,    0.3420,    0.2290,,,,    7.0000,    0.0050,,,,,,1
DuA,     3, 1120.0000,    1.7700,    0.2600,    0.5410,    0.1990,    0.0400,    0.0860,    0.0300,    3.3120,    0.3020,    0.1600,,,,    7.0000,    0.0010,,,,,,1
DuA,     4, 1520.0000,    1.9700,    0.3400,    0.3070,    0.3530,    0.1200,    0.1060,    0.2300,    3.3120,    0.2950,    0.2220,,,,    7.9000,    0.0010,,,,,,1
DxA,     1,  200.0000,    1.3600,    0.1600,    0.4020,    0.4380,    0.1100,    0.1230,    0.0000,   33.0120,    0.2610,    0.1140,,,,    6.5000,    0.0300,,,,,,1
DxA,     2,  760.0000,    1.6600,    0.2650,    0.2500,    0.4850,    0.1400,    0.0980,    0.0000,   33.0120,    0.2350,    0.1690,,,,    6.2000,    0.0075,,,,,,1
DxA,     3, 1520.0000,    1.4800,    0.0900,    0.1000,    0.8100,    0.1800,    0.0500,    0.2000,  330.2640,    0.1280,    0.0470,,,,    7.9000,    0.0020,,,,,,1
Ed,     1,  710.0000, -999.0000,  999.0000,  999.0000,    0.0000,,    0.0000,    0.0000,   78.7680, -999.0000, -999.0000,,,,,,,,,,,1
Ed,     2, 1520.0000,    1.3600,    0.1000,    0.4500,    0.4500,    0.0200,    0.0500,    0.7000,   33.0120, -999.0000, -999.0000,,,,,,,,,,,1
Ee,     1,  200.0000,    1.5100,    0.2300,    0.6200,    0.1500,    0.0000,    0.0800,    0.0000,   33.0120,    0.3030,    0.1580,,,,    7.5000,    0.0250,,,,,,1
Ee,     2,  230.0000,    1.5600,    0.2250,    0.5350,    0.2400,,    0.1000,    0.0000,   36.3600,    0.3090,    0.1680,,,,    7.0000,    0.0300,,,,,,1
Ee,     3,  300.0000,    1.5500,    0.2800,    0.5400,    0.1800,    0.0000,    0.0500,    0.0000,   33.0120,    0.3190,    0.1820,,,,    7.0000,    0.0400,,,,,,1
Ee,     4,  380.0000,    1.5500,    0.2500,    0.5200,    0.2300,,    0.1000,    0.0000,   36.3600,    0.3080,    0.1650,,,,    7.3000,    0.0200,,,,,,1
Ee,     5,  810.0000,    1.5400,    0.2200,    0.4300,    0.3500,    0.0000,    0.1300,    0.0000,   33.0120,    0.2980,    0.1510,,,,    7.6000,    0.0200,,,,,,1
Ee,     6,  910.0000,    1.5400,    0.2300,    0.5200,    0.2500,    0.0000,    0.0800,    0.0000,   33.0120,    0.2940,    0.1460,,,,    7.0000,    0.0125,,,,,,1
Ee,     7, 1060.0000,    1.6200,    0.3200,    0.5000,    0.1800,    0.0000,    0.0500,    0.0000,   33.0120,    0.3340,    0.2080,,,,    7.0000,    0.0250,,,,,,1
Ee,     8, 1350.0000,    1.6000,    0.2500,    0.5200,    0.2300,,    0.1000,    0.0500,   36.3600,    0.3030,    0.1580,,,,    7.3000,    0.0100,,,,,,1
Ee,     9, 1830.0000,    1.6500,    0.1900,    0.3900,    0.4200,    0.0300,    0.0800,    0.1200,   50.7960,    0.2180,    0.1310,,,,    7.8000,    0.0060,,,,,,1
Ee,    10, 2000.0000,    1.5400,    0.1800,    0.3700,    0.4500,    0.1200,    0.1300,    0.1700,   83.8440,    0.2390,    0.1010,,,,    7.9000,    0.0075,,,,,,1
EkB,     1,  250.0000,    1.4700,    0.2000,    0.5350,    0.2650,    0.1100,    0.0880,    0.0000,   33.0120,    0.2730,    0.1300,,,,    6.5000,    0.0200,,,,,,1
EkB,     2,  560.0000,    1.7500,    0.4150,    0.2950,    0.2900,    0.1400,    0.0820,    0.0300,   27.9360,    0.3020,    0.2040,,,,    6.5000,    0.0075,,,,,,1
EkB,     3,  680.0000,    1.5400,    0.2250,    0.3770,    0.3980,    0.1400,    0.1180,    0.2500,   33.0120,    0.2170,    0.1050,,,,    7.2000,    0.0075,,,,,,1
EkB,     4, 2030.0000,    1.7900,    0.0500,    0.1100,    0.8400,    0.4600,    0.0750,    0.5200, 1345.2120,    0.0660,    0.0230,,,,    7.9000,    0.0075,,,,,,1
ElB,     1,  230.0000,    1.4700,    0.2000,    0.3790,    0.4210,    0.1400,    0.1220,    0.0000,   33.0120,    0.2600,    0.1240,,,,    6.5000,    0.0200,,,,,,1
ElB,     2,  710.0000,    1.7400,    0.4150,    0.2950,    0.2900,    0.1000,    0.0810,    0.0000,   27.9360,    0.3080,    0.2080,,,,    6.7000,    0.0075,,,,,,1
ElB,     3,  940.0000,    1.5400,    0.2700,    0.3780,    0.3520,    0.3000,    0.1050,    0.3000,   33.0120,    0.2340,    0.1300,,,,    7.5000,    0.0075,,,,,,1
ElB,     4, 1780.0000,    1.8000,    0.0500,    0.0500,    0.9000,    0.4800,    0.1000,    0.5200,  330.2640,    0.0510,    0.0210,,,,    7.5000,    0.0075,,,,,,1
ElC2,     1,  180.0000,    1.4700,    0.2000,    0.3790,    0.4210,    0.1400,    0.1220,    0.0000,   33.0120,    0.2530,    0.1150,,,,    6.5000,    0.0125,,,,,,1
ElC2,     2,  610.0000,    1.7400,    0.4150,    0.2950,    0.2900,    0.1000,    0.0810,    0.0000,   27.9360,    0.3080,    0.2080,,,,    6.7000,    0.0075,,,,,,1
ElC2,     3,  790.0000,    1.5400,    0.2700,    0.3780,    0.3520,    0.3000,    0.1050,    0.3000,   33.0120,    0.2340,    0.1300,,,,    7.5000,    0.0075,,,,,,1
ElC2,     4, 1780.0000,    1.8000,    0.0500,    0.0500,    0.9000,    0.4800,    0.1000,    0.5200,  330.2640,    0.0620,    0.0210,,,,    7.5000,    0.0075,,,,,,1
EmB,     1,  200.0000,    1.5000,    0.2000,    0.3790,    0.4210,    0.1100,    0.1220,    0.0000,   33.0120,    0.2740,    0.1330,,,,    6.5000,    0.0200,,,,,,1
EmB,     2,  690.0000,    1.8100,    0.3900,    0.3200,    0.2900,    0.1400,    0.0820,    0.0000,   27.9360,    0.3110,    0.2260,,,,    6.7000,    0.0075,,,,,,1
EmB,     3, 1020.0000,    1.5400,    0.3500,    0.3170,    0.3330,    0.3200,    0.1010,    0.2500,   33.0120,    0.2550,    0.1660,,,,    7.5000,    0.0075,,,,,,1
EmB,     4, 1520.0000,    1.7900,    0.0500,    0.1000,    0.8500,    0.4600,    0.1000,    0.5200,  330.2640,    0.0620,    0.0210,,,,    7.9000,    0.0075,,,,,,1
EmC,     1,  200.0000,    1.5000,    0.2000,    0.3790,    0.4210,    0.1100,    0.1220,    0.0000,   33.0120,    0.2740,    0.1330,,,,    6.5000,    0.0200,,,,,,1
EmC,     2,  690.0000,    1.8100,    0.3900,    0.3200,    0.2900,    0.1400,    0.0820,    0.0000,   27.9360,    0.3110,    0.2260,,,,    6.7000,    0.0075,,,,,,1
EmC,     3, 1020.0000,    1.5400,    0.3500,    0.3170,    0.3330,    0.3200,    0.1010,    0.2500,   33.0120,    0.2550,    0.1660,,,,    7.5000,    0.0075,,,,,,1
EmC,     4, 1520.0000,    1.7900,    0.0500,    0.1000,    0.8500,    0.4600,    0.1000,    0.5200,  330.2640,    0.0620,    0.0210,,,,    7.9000,    0.0075,,,,,,1
EnA,     1,  200.0000,    1.5000,    0.2000,    0.5350,    0.2650,    0.1100,    0.0880,    0.0000,   33.0120,    0.2740,    0.1330,,,,    6.5000,    0.0200,,,,,,1
EnA,     2,  660.0000,    1.8100,    0.3900,    0.4200,    0.1900,    0.1400,    0.0660,    0.0000,   27.9360,    0.3070,    0.2170,,,,    6.7000,    0.0075,,,,,,1
EnA,     3,  910.0000,    1.5400,    0.3400,    0.1800,    0.4800,    0.1400,    0.0890,    0.2500,   33.0120,    0.2080,    0.1620,,,,    7.5000,    0.0075,,,,,,1
EnA,     4, 1520.0000,    1.7900,    0.0500,    0.1000,    0.8500,    0.4600,    0.1000,    0.5200,  330.2640,    0.0510,    0.0210,,,,    7.9000,    0.0075,,,,,,1
EoB,     1,  360.0000,    1.3700,    0.2250,    0.5270,    0.2480,    0.0400,    0.0990,    0.0000,   33.0120,    0.2990,    0.1550,,,,    6.5000,    0.0450,,,,,,1
EoB,     2,  760.0000,    1.6600,    0.3900,    0.5300,    0.0800,    0.0600,    0.0270,    0.0300,   10.1520,    0.3370,    0.2250,,,,    6.7000,    0.0050,,,,,,1
EoB,     3, 1520.0000,    1.9300,    0.3350,    0.4150,    0.2500,    0.0600,    0.0750,    0.2500,   10.1520,    0.3320,    0.2290,,,,    7.9000,    0.0010,,,,,,1
EuB,     1,  200.0000,    1.5000,    0.2000,    0.3790,    0.4210,    0.1100,    0.1220,    0.0000,   33.0120,    0.2740,    0.1330,,,,    6.5000,    0.0200,,,,,,1
EuB,     2,  690.0000,    1.8100,    0.3900,    0.3200,    0.2900,    0.1400,    0.0820,    0.0000,   27.9360,    0.3110,    0.2260,,,,    6.7000,    0.0075,,,,,,1
EuB,     3, 1020.0000,    1.5400,    0.3500,    0.3170,    0.3330,    0.3200,    0.1010,    0.2500,   33.0120,    0.2550,    0.1660,,,,    7.5000,    0.0075,,,,,,1
EuB,     4, 1520.0000,    1.7900,    0.0500,    0.1000,    0.8500,    0.4600,    0.1000,    0.5200,  330.2640,    0.0620,    0.0210,,,,    7.9000,    0.0075,,,,,,1
GaB,     1,  200.0000,    1.4000,    0.1250,    0.1960,    0.6790,    0.1400,    0.1070,    0.0000,  101.6280,    0.1710,    0.0820,,,,    6.5000,    0.0150,,,,,,1
GaB,     2,  410.0000,    1.4500,    0.1750,    0.3950,    0.4300,    0.1400,    0.1210,    0.0000,  101.6280,    0.2530,    0.1120,,,,    6.5000,    0.0200,,,,,,1
GaB,     3, 1730.0000,    1.6600,    0.2400,    0.1780,    0.5820,    0.1400,    0.1340,    0.0000,  101.6280,    0.2210,    0.1500,,,,    6.2000,    0.0065,,,,,,1
GaB,     4, 1900.0000,    1.6600,    0.2700,    0.1720,    0.5580,    0.1400,    0.1130,    0.0000,  101.6280,    0.2310,    0.1650,,,,    6.2000,    0.0050,,,,,,1
GaB,     5, 2060.0000,    1.4700,    0.0900,    0.2000,    0.7100,    0.1400,    0.0820,    0.1200,  279.4680,    0.1330,    0.0510,,,,    7.5000,    0.0020,,,,,,1
GbB,     1,  200.0000,    1.4500,    0.1750,    0.3950,    0.4300,    0.1400,    0.1210,    0.0000,   33.0120,    0.2530,    0.1120,,,,    6.5000,    0.0200,,,,,,1
GbB,     2, 1900.0000,    1.6600,    0.2400,    0.1780,    0.5820,    0.1400,    0.1340,    0.0000,  101.6280,    0.2190,    0.1480,,,,    6.2000,    0.0050,,,,,,1
GdM5B3,     1,  140.0000,    1.6100,    0.3300,    0.4200,    0.2500,    0.0300,    0.0700,    0.0100,   10.1520,    0.3290,    0.2110,,,,    7.0000,    0.0075,,,,,,1
GdM5B3,     2,  180.0000,    1.6200,    0.3000,    0.4700,    0.2300,    0.0300,    0.0700,    0.0000,   10.1520,    0.3040,    0.1680,,,,    6.4000,    0.0125,,,,,,1
GdM5B3,     3,  250.0000,    1.5800,    0.2400,    0.5400,    0.2200,    0.0200,    0.0600,    0.0000,   33.0120,    0.3010,    0.1620,,,,    6.4000,    0.0200,,,,,,1
GdM5B3,     4,  330.0000,    1.6600,    0.3500,    0.5000,    0.1500,    0.0200,    0.0500,    0.0000,   33.0120,    0.3560,    0.2000,,,,    6.4000,    0.0500,,,,,,1
GdM5B3,     5,  360.0000,    1.6900,    0.3800,    0.4100,    0.2100,    0.0500,    0.0600,    0.0300,   10.1520,    0.3410,    0.2420,,,,    7.4000,    0.0025,,,,,,1
GdM5B3,     6,  430.0000,    1.7700,    0.3500,    0.4000,    0.2500,    0.0800,    0.0700,    0.1500,   10.1520,    0.3260,    0.2240,,,,    7.9000,    0.0025,,,,,,1
GdM5B3,     7,  580.0000,    1.8400,    0.4200,    0.3600,    0.2200,    0.0500,    0.0700,    0.0000,    3.3120,    0.3190,    0.2200,,,,    6.2000,    0.0075,,,,,,1
GdM5B3,     8,  690.0000,    1.8900,    0.3600,    0.4000,    0.2400,    0.0800,    0.0700,    0.1200,    3.3120,    0.3040,    0.2430,,,,    7.3000,    0.0050,,,,,,1
GdM5B3,     9,  810.0000,    1.8000,    0.4200,    0.4200,    0.1600,    0.0400,    0.0500,    0.0000,    3.3120,    0.3090,    0.2370,,,,    6.5000,    0.0100,,,,,,1
GdM5B3,    10,  860.0000,    1.8400,    0.4200,    0.4200,    0.1600,    0.0400,    0.0400,    0.0000,   10.1520,    0.3090,    0.2200,,,,    6.4000,    0.0125,,,,,,1
GdM5B3,    11,  940.0000,    2.0000,    0.3500,    0.4000,    0.2500,    0.0600,    0.0700,    0.1200,    3.3120,    0.2850,    0.2400,,,,    7.6000,    0.0025,,,,,,1
GdM5B3,    12, 1450.0000,    1.8400,    0.4200,    0.3800,    0.2000,    0.0400,    0.0500,    0.0000,   10.1520,    0.3280,    0.2350,,,,    7.0000,    0.0100,,,,,,1
GdM5B3,    13, 2000.0000,    2.0600,    0.3300,    0.4500,    0.2200,    0.0700,    0.0600,    0.2400,    2.6640,    0.2570,    0.2400,,,,    8.0000,    0.0025,,,,,,1
GdUXB,     1,  230.0000,    1.5800,    0.2400,    0.5400,    0.2200,    0.0300,    0.0600,    0.0000,   10.1520,    0.2900,    0.1500,,,,    6.4000,    0.0200,,,,,,1
GdUXB,     2,  280.0000,    1.6600,    0.3500,    0.5000,    0.1500,    0.0200,    0.0500,    0.0000,   33.0120,    0.3500,    0.2600,,,,    6.4000,    0.0500,,,,,,1
GdUXB,     3,  740.0000,    1.8200,    0.4200,    0.3600,    0.2200,    0.0500,    0.0700,    0.0000,    3.3120,    0.3200,    0.2400,,,,    6.2000,    0.0100,,,,,,1
GdUXB,     4,  810.0000,    1.8000,    0.4200,    0.4200,    0.1600,    0.0400,    0.0500,    0.0000,    3.3120,    0.3200,    0.2400,,,,    6.5000,    0.0100,,,,,,1
GdUXB,     5,  860.0000,    2.0200,    0.3600,    0.4000,    0.2400,    0.0800,    0.0700,    0.1200,    3.3120,    0.2700,    0.2400,,,,    7.3000,    0.0050,,,,,,1
GdUXB,     6,  940.0000,    2.0000,    0.3500,    0.4000,    0.2500,    0.0600,    0.0700,    0.1200,    3.3120,    0.2800,    0.2500,,,,    7.6000,    0.0025,,,,,,1
GdUXB,     7, 1450.0000,    1.8300,    0.4200,    0.3800,    0.2000,    0.0400,    0.0500,    0.0000,   10.1520,    0.3300,    0.2400,,,,    7.0000,    0.0100,,,,,,1
GdUXB,     8, 2000.0000,    2.0900,    0.3600,    0.3900,    0.2500,    0.0800,    0.0700,    0.2600,    2.6640,    0.2400,    0.2100,,,,    7.9000,    0.0025,,,,,,1
GgM5B3,     1,  140.0000,    1.6100,    0.3300,    0.4200,    0.2500,    0.0300,    0.0700,    0.0100,   10.1520,    0.3290,    0.2110,,,,    7.0000,    0.0075,,,,,,1
GgM5B3,     2,  180.0000,    1.6200,    0.3000,    0.4700,    0.2300,    0.0300,    0.0700,    0.0000,   10.1520,    0.3040,    0.1680,,,,    6.4000,    0.0125,,,,,,1
GgM5B3,     3,  250.0000,    1.5800,    0.2400,    0.5400,    0.2200,    0.0200,    0.0600,    0.0000,   33.0120,    0.3010,    0.1620,,,,    6.4000,    0.0200,,,,,,1
GgM5B3,     4,  330.0000,    1.6600,    0.3500,    0.5000,    0.1500,    0.0200,    0.0500,    0.0000,   33.0120,    0.3560,    0.2000,,,,    6.4000,    0.0500,,,,,,1
GgM5B3,     5,  360.0000,    1.6900,    0.4300,    0.3600,    0.2100,    0.0500,    0.0600,    0.0300,   10.1520,    0.3410,    0.2420,,,,    7.4000,    0.0025,,,,,,1
GgM5B3,     6,  430.0000,    1.7700,    0.3500,    0.4000,    0.2500,    0.0800,    0.0700,    0.1500,   10.1520,    0.3260,    0.2240,,,,    7.9000,    0.0025,,,,,,1
GgM5B3,     7,  580.0000,    1.8400,    0.4200,    0.3600,    0.2200,    0.0500,    0.0700,    0.0000,    3.3120,    0.3190,    0.2200,,,,    6.2000,    0.0075,,,,,,1
GgM5B3,     8,  690.0000,    1.8900,    0.3600,    0.4000,    0.2400,    0.0800,    0.0700,    0.1200,    3.3120,    0.3040,    0.2430,,,,    7.3000,    0.0050,,,,,,1
GgM5B3,     9,  810.0000,    1.8000,    0.4200,    0.4200,    0.1600,    0.0400,    0.0500,    0.0000,    3.3120,    0.3090,    0.2370,,,,    6.5000,    0.0100,,,,,,1
GgM5B3,    10,  860.0000,    1.8400,    0.4200,    0.4200,    0.1600,    0.0400,    0.0400,    0.0000,   10.1520,    0.3090,    0.2200,,,,    6.4000,    0.0125,,,,,,1
GgM5B3,    11,  940.0000,    2.0000,    0.3500,    0.4000,    0.2500,    0.0600,    0.0700,    0.1200,    3.3120,    0.2850,    0.2400,,,,    7.6000,    0.0025,,,,,,1
GgM5B3,    12, 1450.0000,    1.8400,    0.4200,    0.3800,    0.2000,    0.0400,    0.0500,    0.0000,   10.1520,    0.3280,    0.2350,,,,    7.0000,    0.0100,,,,,,1
GgM5B3,    13, 2000.0000,    1.8800,    0.3100,    0.4300,    0.2600,    0.0700,    0.0700,    0.3000,    0.7776,    0.2850,    0.2220,,,,    8.1000,    0.0025,,,,,,1
Gn,     1,  200.0000,    1.5100,    0.2300,    0.6200,    0.1500,    0.0000,    0.0800,    0.0000,   33.0120,    0.3030,    0.1580,,,,    7.5000,    0.0250,,,,,,1
Gn,     2,  230.0000,    1.5400,    0.2300,    0.5300,    0.2400,,    0.1000,    0.0000,   36.3600,    0.3080,    0.1650,,,,    7.0000,    0.0300,,,,,,1
Gn,     3,  300.0000,    1.5200,    0.2400,    0.5400,    0.2200,    0.0000,    0.0600,    0.0000,   33.0120,    0.3190,    0.1820,,,,    7.0000,    0.0400,,,,,,1
Gn,     4,  380.0000,    1.5600,    0.2300,    0.5300,    0.2400,,    0.1000,    0.0000,   36.3600,    0.2920,    0.1420,,,,    7.3000,    0.0080,,,,,,1
Gn,     5,  810.0000,    1.5400,    0.2200,    0.4300,    0.3500,    0.0000,    0.1300,    0.0000,   33.0120,    0.2910,    0.1410,,,,    7.6000,    0.0125,,,,,,1
Gn,     6,  910.0000,    1.5400,    0.2300,    0.5200,    0.2500,    0.0000,    0.0800,    0.0000,   33.0120,    0.2940,    0.1460,,,,    7.0000,    0.0125,,,,,,1
Gn,     7, 1060.0000,    1.6200,    0.3200,    0.5000,    0.1800,    0.0000,    0.0500,    0.0000,   33.0120,    0.3340,    0.2080,,,,    7.0000,    0.0250,,,,,,1
Gn,     8, 1350.0000,    1.5600,    0.2300,    0.5300,    0.2400,,    0.1000,    0.0500,   36.3600,    0.2920,    0.1420,,,,    7.3000,    0.0080,,,,,,1
Gn,     9, 1830.0000,    1.7100,    0.1850,    0.3950,    0.4200,    0.0300,    0.0800,    0.1200,   50.7960,    0.2190,    0.1320,,,,    7.8000,    0.0060,,,,,,1
Gn,    10, 2000.0000,    1.5600,    0.1800,    0.4200,    0.4000,    0.1000,    0.0700,    0.0000,   10.1520,    0.1940,    0.1110,,,,    7.4000,    0.0075,,,,,,1
GuA,     1,  200.0000,    1.5800,    0.2400,    0.5400,    0.2200,    0.0000,    0.0900,    0.0000,   33.0120,    0.3150,    0.1760,,,,    7.0000,    0.0300,,,,,,1
GuA,     2,  230.0000,    1.5400,    0.2300,    0.5300,    0.2400,,    0.1000,    0.0000,   36.3600,    0.3080,    0.1650,,,,    7.0000,    0.0300,,,,,,1
GuA,     3,  300.0000,    1.5200,    0.2400,    0.5400,    0.2200,    0.0000,    0.0600,    0.0000,   33.0120,    0.3190,    0.1820,,,,    7.0000,    0.0400,,,,,,1
GuA,     4,  380.0000,    1.5600,    0.2300,    0.5300,    0.2400,,    0.1000,    0.0000,   36.3600,    0.2920,    0.1420,,,,    7.3000,    0.0080,,,,,,1
GuA,     5,  810.0000,    1.5400,    0.2200,    0.4300,    0.3500,    0.0000,    0.1300,    0.0000,   33.0120,    0.2910,    0.1410,,,,    7.6000,    0.0125,,,,,,1
GuA,     6,  910.0000,    1.5400,    0.2300,    0.5200,    0.2500,    0.0000,    0.0800,    0.0000,   33.0120,    0.2940,    0.1460,,,,    7.0000,    0.0125,,,,,,1
GuA,     7, 1060.0000,    1.6200,    0.3200,    0.5000,    0.1800,    0.0000,    0.0500,    0.0000,   33.0120,    0.3340,    0.2080,,,,    7.0000,    0.0250,,,,,,1
GuA,     8, 1350.0000,    1.5600,    0.2300,    0.5300,    0.2400,,    0.1000,    0.0500,   36.3600,    0.2920,    0.1420,,,,    7.3000,    0.0080,,,,,,1
GuA,     9, 1830.0000,    1.7100,    0.1850,    0.3950,    0.4200,    0.0300,    0.0800,    0.1200,   50.7960,    0.2190,    0.1320,,,,    7.8000,    0.0060,,,,,,1
GuA,    10, 2000.0000,    1.5500,    0.2200,    0.4000,    0.3800,    0.0200,    0.1200,    0.0000,   33.0120,    0.2250,    0.1390,,,,    7.2000,    0.0075,,,,,,1
Gwd1C1,     1,  230.0000,    1.5000,    0.2500,    0.5100,    0.2400,    0.0400,    0.0800,    0.0000,   33.0120,    0.3020,    0.1680,,,,    6.2000,    0.0200,,,,,,1
Gwd1C1,     2,  250.0000,    1.6600,    0.3500,    0.5000,    0.1500,    0.0400,    0.0500,    0.0000,   33.0120,    0.3460,    0.2450,,,,    6.7000,    0.0500,,,,,,1
Gwd1C1,     3,  710.0000,    1.8200,    0.4200,    0.3600,    0.2200,    0.0500,    0.0600,    0.0000,    3.3120,    0.3200,    0.2430,,,,    6.2000,    0.0075,,,,,,1
Gwd1C1,     4,  760.0000,    1.7800,    0.4200,    0.4200,    0.1600,    0.0400,    0.0700,    0.0000,    3.3120,    0.2960,    0.2210,,,,    5.9000,    0.0050,,,,,,1
Gwd1C1,     5,  860.0000,    2.0900,    0.3600,    0.4000,    0.2400,    0.0800,    0.0700,    0.1200,    3.3120,    0.2560,    0.2360,,,,    7.3000,    0.0050,,,,,,1
Gwd1C1,     6,  910.0000,    2.0900,    0.3600,    0.4000,    0.2400,    0.0500,    0.0600,    0.1300,    3.3120,    0.2470,    0.2310,,,,    7.3000,    0.0025,,,,,,1
Gwd1C1,     7, 1450.0000,    1.8400,    0.4250,    0.3750,    0.2000,    0.0400,    0.0500,    0.0000,   10.1520,    0.3240,    0.2370,,,,    7.0000,    0.0125,,,,,,1
Gwd1C1,     8, 2030.0000,    2.0700,    0.3400,    0.4000,    0.2600,    0.0500,    0.0700,    0.2900,    2.6640,    0.2190,    0.1970,,,,    7.9000,    0.0025,,,,,,1
Gwd5C2,     1,  180.0000,    1.5200,    0.3000,    0.4500,    0.2500,    0.0500,    0.0500,    0.0000,   10.1520,    0.3220,    0.2060,,,,    6.2000,    0.0150,,,,,,1
Gwd5C2,     2,  200.0000,    1.5200,    0.1700,    0.5900,    0.2400,    0.0600,    0.0800,    0.0000,   33.0120,    0.3000,    0.1570,,,,    6.2000,    0.0150,,,,,,1
Gwd5C2,     3,  230.0000,    1.5000,    0.2500,    0.5100,    0.2400,    0.0400,    0.0800,    0.0000,   33.0120,    0.3020,    0.1680,,,,    6.2000,    0.0200,,,,,,1
Gwd5C2,     4,  610.0000,    1.8200,    0.4200,    0.3600,    0.2200,    0.0500,    0.0600,    0.0000,    3.3120,    0.3200,    0.2430,,,,    6.2000,    0.0075,,,,,,1
Gwd5C2,     5,  640.0000,    1.8300,    0.4200,    0.3700,    0.2100,    0.0800,    0.0600,    0.0000,   10.1520,    0.3210,    0.2600,,,,    5.9000,    0.0075,,,,,,1
Gwd5C2,     6,  740.0000,    1.8300,    0.3600,    0.4000,    0.2400,    0.0800,    0.0700,    0.1000,   10.1520,    0.3390,    0.2320,,,,    7.4000,    0.0075,,,,,,1
Gwd5C2,     7,  760.0000,    1.7800,    0.4200,    0.4200,    0.1600,    0.0400,    0.0700,    0.0000,    3.3120,    0.2960,    0.2210,,,,    5.9000,    0.0050,,,,,,1
Gwd5C2,     8,  910.0000,    2.0900,    0.3600,    0.4000,    0.2400,    0.0500,    0.0600,    0.1300,    3.3120,    0.2470,    0.2310,,,,    7.3000,    0.0025,,,,,,1
Gwd5C2,     9, 2030.0000,    2.0900,    0.3200,    0.4600,    0.2200,    0.1000,    0.0600,    0.2500,    1.4400,    0.4790,    0.2100,,,,    8.2000,    0.0025,,,,,,1
Gwe1B1,     1,  200.0000,    1.5800,    0.2400,    0.5400,    0.2200,    0.0300,    0.0600,    0.0000,   10.1520,    0.2900,    0.1500,,,,    6.4000,    0.0200,,,,,,1
Gwe1B1,     2,  230.0000,    1.5000,    0.2400,    0.5400,    0.2200,    0.0300,    0.0600,    0.0000,   33.0120,    0.3000,    0.1700,,,,    6.4000,    0.0250,,,,,,1
Gwe1B1,     3,  280.0000,    1.6600,    0.3500,    0.5000,    0.1500,    0.0200,    0.0500,    0.0000,   33.0120,    0.3500,    0.2600,,,,    6.4000,    0.0500,,,,,,1
Gwe1B1,     4,  740.0000,    1.8200,    0.4200,    0.3600,    0.2200,    0.0500,    0.0700,    0.0000,    3.3120,    0.3200,    0.2400,,,,    6.2000,    0.0100,,,,,,1
Gwe1B1,     5,  810.0000,    1.8000,    0.4200,    0.4200,    0.1600,    0.0400,    0.0500,    0.0000,    3.3120,    0.3200,    0.2400,,,,    6.2000,    0.0100,,,,,,1
Gwe1B1,     6,  860.0000,    2.0200,    0.3600,    0.4000,    0.2400,    0.0800,    0.0700,    0.1200,    3.3120,    0.2700,    0.2400,,,,    7.3000,    0.0050,,,,,,1
Gwe1B1,     7,  940.0000,    2.0000,    0.3500,    0.4000,    0.2500,    0.0600,    0.0700,    0.1200,    3.3120,    0.2800,    0.2500,,,,    7.6000,    0.0025,,,,,,1
Gwe1B1,     8, 1450.0000,    1.8300,    0.4200,    0.3800,    0.2000,    0.0400,    0.0500,    0.0000,   10.1520,    0.3300,    0.2400,,,,    7.0000,    0.0100,,,,,,1
Gwe1B1,     9, 2000.0000,    2.0500,    0.3300,    0.4500,    0.2200,    0.0700,    0.0600,    0.2400,    2.6640,    0.2400,    0.2100,,,,    8.0000,    0.0025,,,,,,1
Gwe1B2,     1,  180.0000,    1.5800,    0.2600,    0.5200,    0.2200,    0.0300,    0.0600,    0.0000,   10.1520,    0.2900,    0.1500,,,,    6.4000,    0.0175,,,,,,1
Gwe1B2,     2,  250.0000,    1.5000,    0.2400,    0.5400,    0.2200,    0.0300,    0.0600,    0.0000,   33.0120,    0.3000,    0.1700,,,,    6.4000,    0.0200,,,,,,1
Gwe1B2,     3,  330.0000,    1.6600,    0.3500,    0.5000,    0.1500,    0.0200,    0.0500,    0.0000,   33.0120,    0.3500,    0.2600,,,,    6.4000,    0.0500,,,,,,1
Gwe1B2,     4,  660.0000,    1.8200,    0.4200,    0.3600,    0.2200,    0.0500,    0.0700,    0.0000,    3.3120,    0.3200,    0.2400,,,,    6.2000,    0.0100,,,,,,1
Gwe1B2,     5,  760.0000,    2.0200,    0.3600,    0.4000,    0.2400,    0.0800,    0.0700,    0.1200,    3.3120,    0.2700,    0.2400,,,,    7.3000,    0.0050,,,,,,1
Gwe1B2,     6,  810.0000,    1.8000,    0.4200,    0.4200,    0.1600,    0.0400,    0.0500,    0.0000,    3.3120,    0.3000,    0.2200,,,,    6.5000,    0.0050,,,,,,1
