NITA,WARNING,    2,Soil ID "BdUXB",soil name "Glynwood",layer depth "23.",This record has soil layer depth that is less than that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BdUXB",soil name "Pewamo",layer depth "28.",This record has soil layer depth that is less than that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BdUXB",soil name "Glynwood",layer depth "74.",This record has soil layer depth that is less than that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BdUXB",soil name "Blount",layer depth "81.",This record has soil layer depth that is less than that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BdUXB",soil name "Pewamo",layer depth "86.",This record has soil layer depth that is less than that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BdUXB",soil name "Glynwood",layer depth "91.",This record has soil layer depth that is less than that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BdUXB",soil name "Blount",layer depth "94.",This record has soil layer depth that is less than that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BdUXB",soil name "Pewamo",layer depth "145.",This record has soil layer depth that is less than that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BdUXB",soil name "Pewamo",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BdUXB",soil name "Blount",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BdUXB",soil name "Pewamo",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BdUXB",soil name "Glynwood",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1A1",soil name "Glynwood",layer depth "23.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1A1",soil name "Blount",layer depth "25.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1A1",soil name "Pewamo",layer depth "30.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1A1",soil name "Glynwood",layer depth "74.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1A1",soil name "Blount",layer depth "83.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1A1",soil name "Pewamo",layer depth "86.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1A1",soil name "Glynwood",layer depth "91.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1A1",soil name "Blount",layer depth "99.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1A1",soil name "Pewamo",layer depth "145.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1A1",soil name "Glynwood",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1A1",soil name "Pewamo",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1A1",soil name "Blount",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1A1",soil name "Pewamo",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1A1",soil name "Glynwood",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1B1",soil name "Glynwood",layer depth "23.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1B1",soil name "Glynwood",layer depth "23.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1B1",soil name "Blount",layer depth "23.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1B1",soil name "Pewamo",layer depth "30.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1B1",soil name "Glynwood",layer depth "74.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1B1",soil name "Blount",layer depth "81.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1B1",soil name "Pewamo",layer depth "86.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1B1",soil name "Glynwood",layer depth "91.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1B1",soil name "Blount",layer depth "94.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1B1",soil name "Pewamo",layer depth "145.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1B1",soil name "Pewamo",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1B1",soil name "Glynwood",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1B1",soil name "Glynwood",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1B1",soil name "Pewamo",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ble1B1",soil name "Blount",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1A1",soil name "Glynwood",layer depth "23.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1A1",soil name "Blount",layer depth "25.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1A1",soil name "Pewamo",layer depth "28.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1A1",soil name "Glynwood",layer depth "74.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1A1",soil name "Blount",layer depth "83.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1A1",soil name "Pewamo",layer depth "86.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1A1",soil name "Glynwood",layer depth "91.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1A1",soil name "Blount",layer depth "99.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1A1",soil name "Pewamo",layer depth "145.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1A1",soil name "Blount",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1A1",soil name "Pewamo",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1A1",soil name "Glynwood",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1A1",soil name "Blount",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1A1",soil name "Pewamo",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1B1",soil name "Blount",layer depth "23.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1B1",soil name "Blount",layer depth "23.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1B1",soil name "Glynwood",layer depth "23.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1B1",soil name "Pewamo",layer depth "28.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1B1",soil name "Glynwood",layer depth "74.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1B1",soil name "Blount",layer depth "81.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1B1",soil name "Pewamo",layer depth "86.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1B1",soil name "Glynwood",layer depth "91.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1B1",soil name "Blount",layer depth "94.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1B1",soil name "Pewamo",layer depth "145.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1B1",soil name "Blount",layer depth "200.",This record has a duplicate soil layer depth with that of the previous soil layer. However; this record has more parameters populated so this record will be stored and the previous layer will be marked as the duplcate and will be ignored.
NITA,WARNING,    2,Soil ID "Blg1B1",soil name "Glynwood",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1B1",soil name "Blount",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg1B1",soil name "Glynwood",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
